episode,greedy_reward
280964,-2088.3294
280965,-2078.1344
280966,-2232.0900
280967,-2326.7189
280968,-2142.8856
280969,-2120.1967
280970,-2068.9117
280971,-2129.0022
280972,-2067.2383
280973,-2342.5206
280974,-2424.7294
280975,-2128.8983
280976,-2063.8583
280977,-2077.8678
280978,-2208.4856
280979,-2085.0989
280980,-2067.4939
280981,-2080.5650
280982,-2074.3122
280983,-2246.8817
280984,-2187.9817
280985,-2277.5522
280986,-2066.7456
280987,-2066.4050
280988,-2188.9411
280989,-2097.6456
280990,-2067.0300
280991,-2066.4117
280992,-2235.7367
280993,-2066.6628
280994,-2092.0233
280995,-2065.8561
280996,-2081.9172
280997,-2065.5650
280998,-2069.2522
280999,-2215.3633
281000,-2239.7450
281001,-2067.8567
281002,-2097.4733
281003,-2187.5522
281004,-2064.7183
281005,-2068.6967
281006,-2066.6828
281007,-2070.4583
281008,-2196.4678
281009,-2105.1456
281010,-2086.4678
281011,-2082.4467
281012,-2266.1900
281013,-2231.5344
281014,-2274.1894
281015,-2244.5833
281016,-2228.6633
281017,-2127.9467
281018,-2141.7189
281019,-2188.6633
281020,-2190.3300
281021,-2190.3300
281022,-2071.9672
281023,-2065.5517
281024,-2073.4322
281025,-2111.5344
281026,-2079.6689
281027,-2170.4606
281028,-2109.8678
281029,-2233.6900
281030,-2220.0856
281031,-2161.6961
281032,-2280.2294
281033,-2297.7622
281034,-2087.3839
281035,-2196.5506
281036,-2078.2172
281037,-2230.5022
281038,-2177.6017
281039,-2176.0672
281040,-2071.2850
281041,-2066.6294
281042,-2181.8467
281043,-2066.0672
281044,-2186.6094
281045,-2219.4006
281046,-2069.7011
281047,-2150.8856
281048,-2079.9989
281049,-2076.4211
281050,-2170.7944
281051,-2219.7033
281052,-2187.0744
281053,-2491.2372
281054,-2536.7533
281055,-2414.8122
281056,-2298.6011
281057,-2065.5211
281058,-2086.7800
281059,-2187.5622
281060,-2149.4606
281061,-2241.7650
281062,-2068.9744
281063,-2073.7567
281064,-2075.1456
281065,-2102.5789
281066,-2067.0300
281067,-2109.6256
281068,-2102.5789
281069,-2102.0233
281070,-2401.7794
281071,-2386.3133
281072,-2079.0022
281073,-2077.8911
281074,-2107.6617
281075,-2126.7072
281076,-2076.0056
281077,-2115.0000
281078,-2099.5878
281079,-2077.7700
281080,-2068.3522
281081,-2138.7944
281082,-2303.9411
281083,-2146.7683
281084,-2260.8856
281085,-2288.7189
281086,-2216.9367
281087,-2286.7189
281088,-2120.1800
281089,-2192.9278
281090,-2192.2744
281091,-2064.9000
281092,-2119.9189
281093,-2377.9278
281094,-2125.6078
281095,-2165.2939
281096,-2189.8678
281097,-2160.8850
281098,-2178.6628
281099,-2186.3850
281100,-2135.6078
281101,-2120.6078
281102,-2150.3633
281103,-2179.0278
281104,-2074.8611
281105,-2194.5833
281106,-2067.3078
281107,-2068.6967
281108,-2122.8300
281109,-2109.5300
281110,-2240.0522
281111,-2119.1967
281112,-2121.4300
281113,-2122.5522
281114,-2300.6633
281115,-2124.2522
281116,-2109.5300
281117,-2184.4406
281118,-2159.4967
281119,-2138.6633
281120,-2107.3078
281121,-2191.7189
281122,-2139.2189
281123,-2167.3611
281124,-2064.7183
281125,-2139.2189
281126,-2159.4967
281127,-2159.7744
281128,-2284.4967
281129,-2138.1078
281130,-2067.2478
281131,-2159.2189
281132,-2064.1922
281133,-2077.7700
281134,-2251.4411
281135,-2191.7189
281136,-2103.7644
281137,-2069.6650
281138,-2070.0122
281139,-2201.7056
281140,-2064.6850
281141,-2066.1367
281142,-2122.2744
281143,-2068.9011
281144,-2068.3189
281145,-2108.2322
281146,-2347.5389
281147,-2069.8656
281148,-2133.0678
281149,-2119.7344
281150,-2070.8322
281151,-2163.9144
281152,-2069.9756
281153,-2071.1433
281154,-2071.9767
281155,-2079.4700
281156,-2155.5544
281157,-2066.0867
281158,-2197.7406
281159,-2194.4700
281160,-2219.3467
281161,-2212.4967
281162,-2070.8256
281163,-2065.2406
281164,-2254.0689
281165,-2104.4700
281166,-2128.0811
281167,-2065.0256
281168,-2093.3589
281169,-2067.4628
281170,-2066.1433
281171,-2066.3517
281172,-2065.0256
281173,-2067.8033
281174,-2065.3033
281175,-2066.3517
281176,-2164.7478
281177,-2145.3033
281178,-2192.4628
281179,-2166.4211
281180,-2086.4350
281181,-2147.2478
281182,-2186.0739
281183,-2183.0878
281184,-2065.0256
281185,-2068.0478
281186,-2151.6589
281187,-2064.1294
281188,-2067.5322
281189,-2066.1367
281190,-2076.3517
281191,-2064.9561
281192,-2215.3911
281193,-2065.8589
281194,-2199.4833
281195,-2067.1783
281196,-2065.7961
281197,-2300.0322
281198,-2065.5811
281199,-2067.0978
281200,-2066.6922
281201,-2083.6144
281202,-2097.1922
281203,-2066.6922
281204,-2118.3544
281205,-2215.2406
281206,-2136.9544
281207,-2133.8344
281208,-2104.0600
281209,-2064.6583
281210,-2161.8283
281211,-2076.7967
281212,-2066.8872
281213,-2149.5811
281214,-2165.6194
281215,-2220.2828
281216,-2163.1922
281217,-2163.0878
281218,-2211.2317
281219,-2186.8806
281220,-2105.8011
281221,-2317.7672
281222,-2319.4967
281223,-2294.1478
281224,-2246.6389
281225,-2273.4767
281226,-2331.9967
281227,-2194.2606
281228,-2271.1700
281229,-2339.6511
281230,-2189.6633
281231,-2167.9783
281232,-2462.9078
281233,-2208.2244
281234,-2343.3539
281235,-2068.5539
281236,-2129.3106
281237,-2175.4917
281238,-2260.6994
281239,-2312.8367
281240,-2180.5767
281241,-2089.3172
281242,-2116.4117
281243,-2197.2450
281244,-2065.4889
281245,-2158.0300
281246,-2065.0789
281247,-2066.5506
281248,-2160.7761
281249,-2161.4433
281250,-2161.4433
281251,-2074.3122
281252,-2074.3122
281253,-2069.2589
281254,-2067.8700
281255,-2067.8700
281256,-2069.1133
281257,-2290.2089
281258,-2266.4161
281259,-2263.3767
281260,-2157.2744
281261,-2263.3767
281262,-2157.2744
281263,-2161.9967
281264,-2160.3300
281265,-2157.5522
281266,-2157.5522
281267,-2157.5522
281268,-2156.1633
281269,-2156.3856
281270,-2158.0522
281271,-2161.8633
281272,-2156.3856
281273,-2156.1633
281274,-2161.8356
281275,-2156.2189
281276,-2079.4406
281277,-2066.3850
281278,-2066.6628
281279,-2064.4406
281280,-2072.7111
281281,-2065.2739
281282,-2223.6072
281283,-2429.4611
281284,-2066.0539
281285,-2216.8100
281286,-2067.3011
281287,-2072.4961
281288,-2063.6072
281289,-2222.2183
281290,-2227.2383
281291,-2071.6628
281292,-2070.8906
281293,-2072.8067
281294,-2068.4950
281295,-2065.8294
281296,-2067.3011
281297,-2072.0978
281298,-2072.8067
281299,-2068.0022
281300,-2068.0022
281301,-2154.0578
281302,-2064.7383
281303,-2067.0433
281304,-2067.8767
281305,-2068.6967
281306,-2068.0717
281307,-2312.8211
281308,-2117.4833
281309,-2068.3494
281310,-2069.7144
281311,-2069.7144
281312,-2074.1856
281313,-2068.4217
281314,-2066.3583
281315,-2102.4544
281316,-2067.7900
281317,-2069.4433
281318,-2069.4433
281319,-2070.2206
281320,-2169.2189
281321,-2069.4167
281322,-2169.2189
281323,-2169.2189
281324,-2066.1367
281325,-2071.6094
281326,-2069.1094
281327,-2159.7744
281328,-2071.4144
281329,-2159.6911
281330,-2068.6300
281331,-2068.8317
281332,-2205.7628
281333,-2179.0228
281334,-2127.4856
281335,-2164.7967
281336,-2283.6233
281337,-2224.4167
281338,-2249.2789
281339,-2281.0978
281340,-2220.5717
281341,-2151.6672
281342,-2152.5006
281343,-2086.0578
281344,-2066.4117
281345,-2067.8633
281346,-2209.4606
281347,-2209.4606
281348,-2180.0228
281349,-2228.4817
281350,-2066.8978
281351,-2245.6411
281352,-2068.0783
281353,-2257.0300
281354,-2217.5161
281355,-2066.8150
281356,-2068.2800
281357,-2068.9050
281358,-2292.0078
281359,-2334.6133
281360,-2069.2722
281361,-2069.5500
281362,-2068.9050
281363,-2306.7100
281364,-2068.0422
281365,-2283.4539
281366,-2066.3317
281367,-2070.4850
281368,-2167.8233
281369,-2167.5389
281370,-2257.1356
281371,-2203.6339
281372,-2169.4606
281373,-2216.2594
281374,-2200.7356
281375,-2243.8622
281376,-2258.2867
281377,-2066.1206
281378,-2232.9233
281379,-2171.0783
281380,-2085.2183
281381,-2073.8622
281382,-2067.4533
281383,-2070.5089
281384,-2084.8011
281385,-2125.8422
281386,-2209.9467
281387,-2202.8761
281388,-2103.7067
281389,-2105.5344
281390,-2348.9967
281391,-2241.4678
281392,-2107.1689
281393,-2076.3917
281394,-2068.0717
281395,-2284.7744
281396,-2126.7189
281397,-2308.6633
281398,-2067.0300
281399,-2066.6828
281400,-2261.9672
281401,-2195.2594
281402,-2161.7733
281403,-2270.9189
281404,-2128.0717
281405,-2064.7183
281406,-2064.7183
281407,-2067.2383
281408,-2170.0856
281409,-2178.1728
281410,-2263.6339
281411,-2229.5233
281412,-2208.9050
281413,-2273.9411
281414,-2218.9878
281415,-2065.2806
281416,-2427.3189
281417,-2283.2311
281418,-2284.3889
281419,-2262.8278
281420,-2150.8561
281421,-2228.9050
281422,-2068.0089
281423,-2205.6078
281424,-2223.6339
281425,-2085.4261
281426,-2188.4189
281427,-2067.4467
281428,-2271.1967
281429,-2264.4672
281430,-2223.9117
281431,-2182.7872
281432,-2086.6322
281433,-2097.0189
281434,-2285.1800
281435,-2208.3856
281436,-2069.8211
281437,-2155.6078
281438,-2150.4467
281439,-2070.6544
281440,-2069.5433
281441,-2073.4789
281442,-2071.4878
281443,-2070.3767
281444,-2377.1506
281445,-2415.9300
281446,-2072.4306
281447,-2263.6650
281448,-2260.3011
281449,-2193.6433
281450,-2073.2011
281451,-2073.2706
281452,-2067.2383
281453,-2067.5161
281454,-2069.1133
281455,-2067.3078
281456,-2066.4478
281457,-2066.5422
281458,-2064.2256
281459,-2064.2256
281460,-2065.8428
281461,-2065.3367
281462,-2066.1900
281463,-2066.1206
281464,-2067.7872
281465,-2066.5422
281466,-2161.1633
281467,-2066.2033
281468,-2065.3700
281469,-2066.9539
281470,-2070.3767
281471,-2065.5717
281472,-2069.5433
281473,-2069.5433
281474,-2067.7806
281475,-2195.7356
281476,-2068.3561
281477,-2197.9578
281478,-2195.7356
281479,-2068.6900
281480,-2066.9967
281481,-2065.8361
281482,-2065.2806
281483,-2065.8494
281484,-2065.9189
281485,-2065.5650
281486,-2119.9994
281487,-2067.2250
281488,-2130.6283
281489,-2114.7567
281490,-2070.4794
281491,-2240.9900
281492,-2070.4861
281493,-2068.9878
281494,-2072.0833
281495,-2070.0989
281496,-2069.2656
281497,-2070.6544
281498,-2109.7861
281499,-2223.7911
281500,-2202.8300
281501,-2305.6078
281502,-2328.1078
281503,-2162.1244
281504,-2161.0300
281505,-2079.1828
281506,-2073.6272
281507,-2177.2450
281508,-2087.1744
281509,-2099.5211
281510,-2220.8561
281511,-2179.7383
281512,-2202.8767
281513,-2095.9733
281514,-2081.1256
281515,-2164.1894
281516,-2079.7450
281517,-2158.3494
281518,-2273.1411
281519,-2162.2450
281520,-2162.2450
281521,-2162.2450
281522,-2095.0922
281523,-2062.9822
281524,-2157.0439
281525,-2156.9494
281526,-2273.6900
281527,-2166.8967
281528,-2331.2911
281529,-2217.8633
281530,-2066.6133
281531,-2137.5294
281532,-2194.2589
281533,-2068.9117
281534,-2160.8206
281535,-2214.2589
281536,-2177.0189
281537,-2068.0089
281538,-2068.0717
281539,-2064.3711
281540,-2465.7844
281541,-2141.8978
281542,-2258.1178
281543,-2273.7972
281544,-2066.6828
281545,-2067.8700
281546,-2173.3561
281547,-2344.4967
281548,-2070.0322
281549,-2070.6867
281550,-2166.7122
281551,-2297.8822
281552,-2093.5578
281553,-2275.0856
281554,-2274.8078
281555,-2155.8428
281556,-2156.3983
281557,-2183.0717
281558,-2182.3772
281559,-2066.2533
281560,-2068.0783
281561,-2067.4533
281562,-2168.4189
281563,-2156.8133
281564,-2067.0928
281565,-2065.3633
281566,-2183.3778
281567,-2259.2522
281568,-2268.1211
281569,-2208.5578
281570,-2279.9189
281571,-2099.0561
281572,-2062.9061
281573,-2068.0717
281574,-2127.0789
281575,-2068.1478
281576,-2065.0789
281577,-2068.0717
281578,-2066.7522
281579,-2149.7094
281580,-2186.0400
281581,-2200.2939
281582,-2163.3494
281583,-2203.5533
281584,-2342.5522
281585,-2145.2939
281586,-2065.8561
281587,-2213.2522
281588,-2260.9806
281589,-2153.4606
281590,-2088.3061
281591,-2078.7717
281592,-2251.7189
281593,-2351.9967
281594,-2164.8828
281595,-2071.9172
281596,-2242.2744
281597,-2065.5717
281598,-2163.0717
281599,-2152.9383
281600,-2306.4411
281601,-2166.5578
281602,-2066.4050
281603,-2174.8794
281604,-2158.4817
281605,-2164.8856
281606,-2066.4744
281607,-2227.2450
281608,-2066.0444
281609,-2153.7244
281610,-2165.3217
281611,-2147.2044
281612,-2130.9539
281613,-2407.1933
281614,-2171.9389
281615,-2332.1244
281616,-2166.3078
281617,-2111.9606
281618,-2115.5983
281619,-2065.9122
281620,-2068.1133
281621,-2431.9744
281622,-2113.6606
281623,-2069.3217
281624,-2298.9994
281625,-2190.2761
281626,-2115.1906
281627,-2369.0883
281628,-2066.1967
281629,-2163.9933
281630,-2218.7661
281631,-2176.1161
281632,-2067.5856
281633,-2160.7022
281634,-2065.8561
281635,-2067.7939
281636,-2178.0706
281637,-2206.9328
281638,-2175.6994
281639,-2160.9039
281640,-2066.4744
281641,-2063.8222
281642,-2143.1994
281643,-2160.8856
281644,-2110.5500
281645,-2102.9183
281646,-2195.0656
281647,-2098.9894
281648,-2066.9606
281649,-2151.6889
281650,-2065.8228
281651,-2066.6894
281652,-2067.8633
281653,-2072.0506
281654,-2148.4950
281655,-2156.4383
281656,-2171.3839
281657,-2068.2800
281658,-2092.4450
281659,-2156.2728
281660,-2193.8783
281661,-2098.3228
281662,-2066.5894
281663,-2138.9317
281664,-2105.0733
281665,-2078.5717
281666,-2273.2800
281667,-2068.2800
281668,-2164.7994
281669,-2242.3756
281670,-2147.9872
281671,-2185.0161
281672,-2339.4967
281673,-2190.9883
281674,-2245.0789
281675,-2223.2356
281676,-2066.4117
281677,-2171.6550
281678,-2255.5517
281679,-2078.2106
281680,-2155.7317
281681,-2156.4106
281682,-2070.5928
281683,-2204.9883
281684,-2260.9883
281685,-2193.8200
281686,-2155.9256
281687,-2092.8983
281688,-2198.9128
281689,-2101.4811
281690,-2277.3772
281691,-2184.6689
281692,-2145.4744
281693,-2066.6133
281694,-2286.2661
281695,-2246.8756
281696,-2105.1061
281697,-2445.6133
281698,-2385.8444
281699,-2404.3567
281700,-2398.7317
281701,-2182.9283
281702,-2148.7856
281703,-2147.5078
281704,-2163.2511
281705,-2151.8733
281706,-2158.8178
281707,-2241.5844
281708,-2241.5844
281709,-2239.5300
281710,-2227.3078
281711,-2233.4189
281712,-2203.3478
281713,-2198.2022
281714,-2380.0989
281715,-2223.1411
281716,-2113.1894
281717,-2238.8356
281718,-2097.4522
281719,-2159.1339
281720,-2187.5856
281721,-2257.8617
281722,-2174.8033
281723,-2081.7800
281724,-2281.3067
281725,-2187.6956
281726,-2158.1394
281727,-2107.8633
281728,-2117.8633
281729,-2088.1394
281730,-2098.0783
281731,-2264.6400
281732,-2089.8061
281733,-2167.8589
281734,-2103.0783
281735,-2094.8728
281736,-2418.8750
281737,-2267.8522
281738,-2328.6678
281739,-2138.8833
281740,-2197.1961
281741,-2082.1539
281742,-2172.3894
281743,-2193.9006
281744,-2082.9450
281745,-2176.2867
281746,-2163.1550
281747,-2080.9772
281748,-2186.5283
281749,-2080.9772
281750,-2073.3839
281751,-2142.4611
281752,-2173.8850
281753,-2079.3339
281754,-2195.6411
281755,-2287.2450
281756,-2191.7617
281757,-2283.6406
281758,-2068.9050
281759,-2174.8494
281760,-2202.0839
281761,-2067.2383
281762,-2200.9728
281763,-2068.9050
281764,-2064.9961
281765,-2287.3483
281766,-2287.7222
281767,-2357.4911
281768,-2069.4739
281769,-2315.1756
281770,-2436.7389
281771,-2283.5711
281772,-2066.4183
281773,-2066.4183
281774,-2066.9606
281775,-2065.7667
281776,-2067.7939
281777,-2067.7939
281778,-2065.5517
281779,-2067.8772
281780,-2155.9939
281781,-2151.8339
281782,-2064.3778
281783,-2066.4050
281784,-2084.5517
281785,-2146.4394
281786,-2068.8422
281787,-2109.4889
281788,-2085.3978
281789,-2066.8978
281790,-2069.2578
281791,-2066.6133
281792,-2062.9672
281793,-2153.0633
281794,-2162.3772
281795,-2109.3272
281796,-2069.1750
281797,-2067.2144
281798,-2164.6356
281799,-2077.1717
281800,-2103.8650
281801,-2236.3967
281802,-2085.3833
281803,-2093.0700
281804,-2095.4394
281805,-2238.5661
281806,-2181.9450
281807,-2209.7761
281808,-2120.1183
281809,-2202.4944
281810,-2201.7750
281811,-2211.7811
281812,-2191.0011
281813,-2203.8739
281814,-2250.7289
281815,-2154.9772
281816,-2106.8467
281817,-2225.7122
281818,-2160.1661
281819,-2310.7494
281820,-2309.8472
281821,-2324.9778
281822,-2142.3689
281823,-2119.0200
281824,-2184.4039
281825,-2275.0717
281826,-2205.5817
281827,-2201.5433
281828,-2294.0122
281829,-2230.7233
281830,-2222.3478
281831,-2222.2489
281832,-2184.2528
281833,-2104.1061
281834,-2285.3550
281835,-2237.5856
281836,-2253.7578
281837,-2190.3911
281838,-2221.7256
281839,-2306.2800
281840,-2344.2189
281841,-2310.9744
281842,-2346.9967
281843,-2359.4967
281844,-2349.2189
281845,-2336.1633
281846,-2139.1567
281847,-2335.7933
281848,-2344.9400
281849,-2107.8572
281850,-2106.5450
281851,-2125.1844
281852,-2114.3989
281853,-2102.8133
281854,-2331.4533
281855,-2196.9478
281856,-2260.5589
281857,-2241.4661
281858,-2241.4661
281859,-2310.6278
281860,-2320.6211
281861,-2381.9967
281862,-2290.1800
281863,-2119.8067
281864,-2116.5067
281865,-2120.5956
281866,-2121.7828
281867,-2125.7233
281868,-2115.9933
281869,-2128.1233
281870,-2124.2828
281871,-2131.6244
281872,-2152.9017
281873,-2158.1756
281874,-2160.9533
281875,-2156.6828
281876,-2200.1539
281877,-2241.0972
281878,-2247.1033
281879,-2262.2944
281880,-2205.8006
281881,-2231.3983
281882,-2234.8906
281883,-2242.9861
281884,-2331.3833
281885,-2214.8172
281886,-2311.0617
281887,-2187.9189
281888,-2395.4950
281889,-2308.1339
281890,-2148.7411
281891,-2108.2211
281892,-2109.0589
281893,-2109.0589
281894,-2120.2456
281895,-2141.2722
281896,-2125.8072
281897,-2107.4283
281898,-2164.3911
281899,-2248.4600
281900,-2257.4894
281901,-2282.8550
281902,-2146.4744
281903,-2226.6900
281904,-2201.4678
281905,-2205.7022
281906,-2168.6633
281907,-2143.1394
281908,-2218.4261
281909,-2191.7661
281910,-2246.7689
281911,-2205.8544
281912,-2140.0022
281913,-2245.1644
281914,-2121.5456
281915,-2252.8300
281916,-2194.8672
281917,-2191.3511
281918,-2162.9578
281919,-2119.6844
281920,-2170.2706
281921,-2260.9044
281922,-2144.6217
281923,-2215.6961
281924,-2119.8289
281925,-2232.0178
281926,-2161.4189
281927,-2165.8439
281928,-2232.5167
281929,-2284.5406
281930,-2314.8906
281931,-2262.5961
281932,-2284.4406
281933,-2327.4961
281934,-2336.4478
281935,-2250.6489
281936,-2366.6628
281937,-2262.5150
281938,-2460.4967
281939,-2195.1483
281940,-2265.4467
281941,-2265.4733
281942,-2118.0094
281943,-2259.9539
281944,-2279.7272
281945,-2270.8494
281946,-2294.0372
281947,-2299.8011
281948,-2295.0156
281949,-2468.9222
281950,-2316.2394
281951,-2282.4783
281952,-2188.3661
281953,-2331.7189
281954,-2285.2561
281955,-2236.0456
281956,-2097.3489
281957,-2108.8628
281958,-2100.8628
281959,-2063.6272
281960,-2124.0450
281961,-2122.3783
281962,-2124.0450
281963,-2074.0650
281964,-2127.3783
281965,-2127.3783
281966,-2077.3278
281967,-2107.1539
281968,-2125.7117
281969,-2125.7117
281970,-2099.6539
281971,-2099.6539
281972,-2097.4383
281973,-2112.0300
281974,-2062.9433
281975,-2112.0300
281976,-2075.2883
281977,-2074.4550
281978,-2069.1078
281979,-2062.8500
281980,-2128.4894
281981,-2128.4894
281982,-2134.8783
281983,-2134.3228
281984,-2134.3228
281985,-2063.2039
281986,-2113.1356
281987,-2087.5522
281988,-2097.1006
281989,-2097.1006
281990,-2097.1006
281991,-2097.3506
281992,-2063.7594
281993,-2097.6283
281994,-2063.7594
281995,-2062.9261
281996,-2096.5172
281997,-2083.3856
281998,-2097.6283
281999,-2109.5300
282000,-2111.7522
282001,-2082.3078
282002,-2252.3078
282003,-2096.5689
282004,-2167.9061
282005,-2295.6078
282006,-2310.6078
282007,-2304.7744
282008,-2274.7744
282009,-2266.9967
282010,-2266.5856
282011,-2267.1411
282012,-2228.6633
282013,-2246.1633
282014,-2219.5167
282015,-2295.6078
282016,-2372.3506
282017,-2151.9967
282018,-2158.1078
282019,-2117.5522
282020,-2110.8856
282021,-2116.4411
282022,-2116.9967
282023,-2148.9411
282024,-2114.7744
282025,-2128.1078
282026,-2128.1078
282027,-2129.4967
282028,-2107.3089
282029,-2131.4411
282030,-2135.0522
282031,-2126.7189
282032,-2126.7189
282033,-2145.6078
282034,-2105.0522
282035,-2133.1839
282036,-2133.1078
282037,-2078.4056
282038,-2066.1833
282039,-2066.1833
282040,-2074.5167
282041,-2064.2389
282042,-2073.6833
282043,-2065.9817
282044,-2062.8500
282045,-2065.6278
282046,-2066.1833
282047,-2067.8500
282048,-2070.0722
282049,-2065.6211
282050,-2062.9194
282051,-2188.2906
282052,-2202.1294
282053,-2068.3439
282054,-2187.3911
282055,-2187.3911
282056,-2282.6689
282057,-2176.5578
282058,-2271.3550
282059,-2172.7467
282060,-2178.2667
282061,-2230.7744
282062,-2215.3433
282063,-2332.2744
282064,-2329.2189
282065,-2314.4967
282066,-2335.3300
282067,-2234.9333
282068,-2166.7389
282069,-2263.9878
282070,-2254.7878
282071,-2065.0161
282072,-2066.3222
282073,-2063.8289
282074,-2064.7317
282075,-2064.5861
282076,-2064.6633
282077,-2066.0511
282078,-2066.1767
282079,-2064.4606
282080,-2065.2939
282081,-2063.3494
282082,-2063.3494
282083,-2064.6622
282084,-2064.2694
282085,-2063.9678
282086,-2063.3494
282087,-2103.9578
282088,-2064.1828
282089,-2075.6489
282090,-2103.9578
282091,-2078.1489
282092,-2102.8467
282093,-2103.9578
282094,-2103.9578
282095,-2102.4994
282096,-2104.1661
282097,-2103.1244
282098,-2102.0000
282099,-2102.2217
282100,-2102.1456
282101,-2101.8678
282102,-2100.8328
282103,-2103.0550
282104,-2102.4994
282105,-2102.2778
282106,-2102.2217
282107,-2102.4994
282108,-2102.7772
282109,-2101.6661
282110,-2102.2217
282111,-2104.0139
282112,-2130.9844
282113,-2104.2222
282114,-2100.8328
282115,-2104.4439
282116,-2104.2222
282117,-2130.3606
282118,-2108.7628
282119,-2102.7772
282120,-2101.6661
282121,-2100.3828
282122,-2100.9383
282123,-2105.5494
282124,-2086.1428
282125,-2101.1600
282126,-2103.2500
282127,-2065.7278
282128,-2102.3472
282129,-2103.2500
282130,-2066.0056
282131,-2065.4500
282132,-2065.4500
282133,-2103.2500
282134,-2102.9722
282135,-2104.0833
282136,-2160.0839
282137,-2102.9722
282138,-2109.3611
282139,-2098.9178
282140,-2063.7833
282141,-2103.6600
282142,-2100.3067
282143,-2102.5489
282144,-2101.3056
282145,-2101.2161
282146,-2098.3622
282147,-2100.3267
282148,-2099.7511
282149,-2176.3828
282150,-2102.4794
282151,-2103.3061
282152,-2105.0289
282153,-2105.6606
282154,-2099.4733
282155,-2100.1050
282156,-2084.8167
282157,-2087.2539
282158,-2195.8622
282159,-2100.5844
282160,-2142.8133
282161,-2100.3828
282162,-2092.8561
282163,-2094.9794
282164,-2096.8611
282165,-2094.7017
282166,-2106.8317
282167,-2107.1094
282168,-2082.3233
282169,-2107.1094
282170,-2065.2939
282171,-2161.5589
282172,-2162.3922
282173,-2107.6650
282174,-2087.5050
282175,-2066.3850
282176,-2064.7878
282177,-2064.4406
282178,-2067.6617
282179,-2097.3078
282180,-2065.1978
282181,-2141.7189
282182,-2065.2806
282183,-2065.6078
282184,-2064.7744
282185,-2065.2672
282186,-2065.6078
282187,-2063.9478
282188,-2062.8300
282189,-2064.4967
282190,-2065.5450
282191,-2062.8300
282192,-2065.6078
282193,-2063.6633
282194,-2064.8506
282195,-2065.3300
282196,-2065.3300
282197,-2064.7744
282198,-2062.9061
282199,-2064.0172
282200,-2064.8506
282201,-2063.1078
282202,-2065.7533
282203,-2064.2189
282204,-2065.1978
282205,-2065.1978
282206,-2063.2533
282207,-2064.4967
282208,-2065.3300
282209,-2063.9411
282210,-2065.1283
282211,-2064.0172
282212,-2065.3300
282213,-2065.3300
282214,-2065.3300
282215,-2066.2394
282216,-2065.3300
282217,-2065.3300
282218,-2066.5172
282219,-2063.7394
282220,-2067.0728
282221,-2147.3506
282222,-2063.7394
282223,-2145.3633
282224,-2066.4611
282225,-2100.8856
282226,-2171.5517
282227,-2186.2461
282228,-2185.9683
282229,-2194.7183
282230,-2196.6628
282231,-2066.1700
282232,-2206.7189
282233,-2224.4967
282234,-2066.1633
282235,-2068.7033
282236,-2065.3367
282237,-2064.2256
282238,-2067.8367
282239,-2098.3856
282240,-2106.7189
282241,-2106.7189
282242,-2068.4122
282243,-2067.0300
282244,-2106.7189
282245,-2104.2189
282246,-2106.7189
282247,-2106.7189
282248,-2070.8989
282249,-2065.8989
282250,-2105.6078
282251,-2108.1078
282252,-2067.0367
282253,-2068.7033
282254,-2065.8228
282255,-2065.3433
282256,-2068.7033
282257,-2066.1900
282258,-2064.7744
282259,-2117.2744
282260,-2066.8083
282261,-2469.6689
282262,-2472.5722
282263,-2208.1144
282264,-2213.2733
282265,-2365.3300
282266,-2289.7250
282267,-2125.3500
282268,-2068.7100
282269,-2065.0722
282270,-2065.3433
282271,-2065.8989
282272,-2066.3289
282273,-2066.4544
282274,-2063.9678
282275,-2067.2250
282276,-2132.8578
282277,-2067.7444
282278,-2066.3289
282279,-2067.4667
282280,-2065.2872
282281,-2065.2872
282282,-2062.9061
282283,-2062.9061
282284,-2065.2872
282285,-2063.7461
282286,-2065.9056
282287,-2066.2461
282288,-2069.6889
282289,-2452.6033
282290,-2063.0517
282291,-2067.7206
282292,-2067.7339
282293,-2071.4211
282294,-2069.3939
282295,-2249.1989
282296,-2070.0722
282297,-2468.8783
282298,-2087.0033
282299,-2242.8500
282300,-2418.9411
282301,-2276.6333
282302,-2125.2739
282303,-2271.3917
282304,-2232.8500
282305,-2272.2744
282306,-2406.4411
282307,-2386.7189
282308,-2067.2878
282309,-2066.7389
282310,-2066.3850
282311,-2067.2450
282312,-2066.9044
282313,-2067.9956
282314,-2068.2894
282315,-2502.8383
282316,-2245.0322
282317,-2252.5322
282318,-2467.2050
282319,-2067.2478
282320,-2065.3033
282321,-2186.6922
282322,-2232.7339
282323,-2064.7278
282324,-2216.4078
282325,-2372.5522
282326,-2232.7967
282327,-2229.1228
282328,-2229.1028
282329,-2111.3250
282330,-2276.9833
282331,-2178.9144
282332,-2193.9144
282333,-2163.6367
282334,-2151.9700
282335,-2199.7478
282336,-2191.6922
282337,-2144.4700
282338,-2173.0744
282339,-2237.3239
282340,-2363.6633
282341,-2212.2478
282342,-2183.6367
282343,-2180.3033
282344,-2226.1367
282345,-2212.5256
282346,-2409.7744
282347,-2156.7478
282348,-2260.0522
282349,-2171.6922
282350,-2187.2478
282351,-2215.0256
282352,-2066.1367
282353,-2126.6922
282354,-2152.8033
282355,-2125.8589
282356,-2119.7478
282357,-2361.9700
282358,-2125.8589
282359,-2140.3033
282360,-2064.7478
282361,-2203.0811
282362,-2064.7478
