episode,greedy_reward
530817,-2115.1800
530818,-2115.1800
530819,-2115.1800
530820,-2115.1800
530821,-2066.4544
530822,-2067.0033
530823,-2116.7189
530824,-2229.5722
530825,-2157.2189
530826,-2116.3856
530827,-2228.3300
530828,-2157.2189
530829,-2115.1800
530830,-2115.1800
530831,-2115.1800
530832,-2115.1800
530833,-2088.3439
530834,-2118.1078
530835,-2118.3856
530836,-2129.4589
530837,-2129.4589
530838,-2120.0078
530839,-2069.8278
530840,-2115.4578
530841,-2115.4578
530842,-2115.1800
530843,-2127.0350
530844,-2116.6633
530845,-2122.5839
530846,-2115.4578
530847,-2115.4578
530848,-2096.4489
530849,-2115.4578
530850,-2110.6194
530851,-2115.6078
530852,-2112.9578
530853,-2113.8856
530854,-2113.8856
530855,-2228.3300
530856,-2157.2189
530857,-2116.3856
530858,-2112.6800
530859,-2113.1078
530860,-2111.1633
530861,-2119.4967
530862,-2119.4967
530863,-2115.8856
530864,-2098.8794
530865,-2110.9744
530866,-2112.6800
530867,-2114.4411
530868,-2112.9744
530869,-2112.9744
530870,-2115.4578
530871,-2096.3794
530872,-2097.2128
530873,-2226.9956
530874,-2115.4578
530875,-2116.6633
530876,-2270.1144
530877,-2096.1711
530878,-2118.3300
530879,-2099.6861
530880,-2115.1800
530881,-2114.1633
530882,-2110.3350
530883,-2114.3467
530884,-2109.2239
530885,-2112.9578
530886,-2113.7911
530887,-2112.9578
530888,-2113.8078
530889,-2199.9022
530890,-2154.0689
530891,-2203.1689
530892,-2116.7189
530893,-2157.6133
530894,-2295.6967
530895,-2116.3856
530896,-2087.1567
530897,-2112.3633
530898,-2110.9744
530899,-2087.7883
530900,-2087.7883
530901,-2113.9189
530902,-2113.7911
530903,-2078.2906
530904,-2074.0344
530905,-2116.8911
530906,-2116.8911
530907,-2113.7911
530908,-2113.7911
530909,-2113.7911
530910,-2095.3378
530911,-2081.9217
530912,-2086.9550
530913,-2081.9217
530914,-2114.5578
530915,-2113.8078
530916,-2208.3439
530917,-2135.2650
530918,-2065.9750
530919,-2114.1633
530920,-2114.1633
530921,-2088.3439
530922,-2088.0661
530923,-2088.0661
530924,-2088.3439
530925,-2088.3439
530926,-2120.0522
530927,-2065.9617
530928,-2098.6711
530929,-2114.5522
530930,-2156.2189
530931,-2116.5022
530932,-2063.4617
530933,-2097.0044
530934,-2372.6528
530935,-2132.0083
530936,-2132.2861
530937,-2120.0522
530938,-2081.7156
530939,-2119.4967
530940,-2111.2522
530941,-2113.8856
530942,-2066.2594
530943,-2097.0044
530944,-2145.9972
530945,-2067.1622
530946,-2068.2172
530947,-2153.8711
530948,-2363.7144
530949,-2170.1906
530950,-2065.5783
530951,-2170.7461
530952,-2067.2317
530953,-2064.8706
530954,-2261.5911
530955,-2399.8817
530956,-2066.3222
530957,-2065.0094
530958,-2063.2600
530959,-2068.7728
530960,-2067.0233
530961,-2290.1522
530962,-2355.9661
530963,-2368.1000
530964,-2065.2872
530965,-2064.7317
530966,-2068.2172
530967,-2068.2172
530968,-2067.4400
530969,-2064.9400
530970,-2171.4311
530971,-2066.6922
530972,-2190.9739
530973,-2155.2600
530974,-2069.4044
530975,-2065.4956
530976,-2079.8611
530977,-2075.5689
530978,-2122.8189
530979,-2066.4144
530980,-2161.9956
530981,-2165.2528
530982,-2108.3722
530983,-2190.0578
530984,-2248.9189
530985,-2159.5444
530986,-2166.0861
530987,-2188.3911
530988,-2300.9033
530989,-2351.1450
530990,-2185.3878
530991,-2307.9894
530992,-2290.6194
530993,-2208.1011
530994,-2065.3300
530995,-2065.3300
530996,-2065.3300
530997,-2162.8911
530998,-2167.5522
530999,-2167.5522
531000,-2065.3300
531001,-2065.3300
531002,-2065.3300
531003,-2065.3300
531004,-2065.3300
531005,-2066.9967
531006,-2065.3300
531007,-2065.3300
531008,-2066.9967
531009,-2066.9967
531010,-2066.9967
531011,-2066.1633
531012,-2066.1633
531013,-2066.1633
531014,-2063.6633
531015,-2065.3300
531016,-2063.6633
531017,-2065.3300
531018,-2167.0578
531019,-2065.3300
531020,-2194.6133
531021,-2064.4967
531022,-2063.6633
531023,-2066.2244
531024,-2064.4967
531025,-2064.4967
531026,-2066.1633
531027,-2171.1078
531028,-2066.1633
531029,-2064.7744
531030,-2066.1633
531031,-2123.1633
531032,-2163.9967
531033,-2211.7744
531034,-2063.1839
531035,-2064.4967
531036,-2064.4967
531037,-2063.1839
531038,-2063.1839
531039,-2063.1839
531040,-2066.8017
531041,-2066.8017
531042,-2067.6350
531043,-2063.4683
531044,-2063.4683
531045,-2065.9683
531046,-2065.9683
531047,-2065.9683
531048,-2065.9683
531049,-2064.5794
531050,-2067.9194
531051,-2205.0789
531052,-2066.7456
531053,-2183.3567
531054,-2067.5789
531055,-2066.5172
531056,-2067.5789
531057,-2066.7456
531058,-2065.4956
531059,-2066.7456
531060,-2066.7456
531061,-2067.5789
531062,-2066.3089
531063,-2066.3089
531064,-2065.5311
531065,-2066.7456
531066,-2123.1633
531067,-2071.2861
531068,-2066.3089
531069,-2063.8089
531070,-2083.7833
531071,-2068.7861
531072,-2082.3944
531073,-2081.6422
531074,-2096.9933
531075,-2069.3417
531076,-2199.8817
531077,-2243.9656
531078,-2070.1817
531079,-2243.9656
531080,-2158.4983
531081,-2248.9444
531082,-2225.9022
531083,-2072.8728
531084,-2124.5428
531085,-2122.0428
531086,-2064.2389
531087,-2070.1750
531088,-2064.5728
531089,-2064.5861
531090,-2069.3417
531091,-2069.3417
531092,-2066.2394
531093,-2241.1078
531094,-2218.1839
531095,-2064.1956
531096,-2129.9200
531097,-2064.1067
531098,-2064.3150
531099,-2064.5928
531100,-2064.5928
531101,-2066.2394
531102,-2066.2394
531103,-2064.5928
531104,-2064.5928
531105,-2064.3150
531106,-2261.3289
531107,-2139.2594
531108,-2258.6833
531109,-2259.2389
531110,-2213.9411
531111,-2065.9817
531112,-2216.7189
531113,-2130.3367
531114,-2070.4528
531115,-2072.1194
531116,-2127.6144
531117,-2062.8300
531118,-2064.3150
531119,-2069.6194
531120,-2062.8300
531121,-2064.6422
531122,-2063.9411
531123,-2066.9967
531124,-2064.9756
531125,-2062.8300
531126,-2062.8300
531127,-2064.5578
531128,-2138.5917
531129,-2068.7861
531130,-2071.0083
531131,-2071.0083
531132,-2129.0756
531133,-2070.4461
531134,-2129.0756
531135,-2068.5778
531136,-2068.5778
531137,-2065.3300
531138,-2239.3533
531139,-2201.2861
531140,-2290.2444
531141,-2072.1194
531142,-2067.3011
531143,-2080.0789
531144,-2083.7900
531145,-2069.6128
531146,-2071.5011
531147,-2235.9122
531148,-2299.5233
531149,-2182.8567
531150,-2067.9956
531151,-2083.7900
531152,-2083.7900
531153,-2066.4678
531154,-2068.1344
531155,-2068.1344
531156,-2068.4122
531157,-2066.4678
531158,-2068.1344
531159,-2068.9678
531160,-2066.1900
531161,-2067.8900
531162,-2066.1900
531163,-2123.6633
531164,-2123.6633
531165,-2116.2911
531166,-2123.2356
531167,-2121.5300
531168,-2162.5689
531169,-2123.7800
531170,-2123.3300
531171,-2212.0506
531172,-2126.2522
531173,-2119.8633
531174,-2078.3106
531175,-2119.5522
531176,-2132.2744
531177,-2117.9189
531178,-2120.3300
531179,-2065.1417
531180,-2120.3300
531181,-2120.6078
531182,-2120.9411
531183,-2121.5578
531184,-2114.9133
531185,-2189.8978
531186,-2323.7594
531187,-2122.5022
531188,-2122.2744
531189,-2124.3078
531190,-2123.4411
531191,-2123.6078
531192,-2124.3078
531193,-2121.9411
531194,-2291.4256
531195,-2129.2189
531196,-2123.9411
531197,-2104.9061
531198,-2125.7356
531199,-2124.4411
531200,-2122.5300
531201,-2124.2189
531202,-2124.3467
531203,-2120.5856
531204,-2122.8300
531205,-2119.3467
531206,-2124.3467
531207,-2124.3467
531208,-2070.8456
531209,-2224.7833
531210,-2344.7922
531211,-2293.9411
531212,-2204.4856
531213,-2118.1633
531214,-2122.6689
531215,-2123.2244
531216,-2124.2800
531217,-2124.5856
531218,-2121.9411
531219,-2121.9467
531220,-2121.9467
531221,-2122.1356
531222,-2122.2744
531223,-2424.7828
531224,-2067.5950
531225,-2123.1967
531226,-2071.3622
531227,-2068.9878
531228,-2260.7356
531229,-2253.2467
531230,-2263.3856
531231,-2140.3300
531232,-2075.4578
531233,-2076.2911
531234,-2076.2911
531235,-2073.8022
531236,-2076.9967
531237,-2076.9967
531238,-2076.9967
531239,-2078.1078
531240,-2082.1411
531241,-2080.2744
531242,-2065.6078
531243,-2065.3567
531244,-2078.9300
531245,-2067.8567
531246,-2064.5233
531247,-2069.8211
531248,-2077.5800
531249,-2077.5800
531250,-2075.9744
531251,-2075.9744
531252,-2077.5411
531253,-2076.4689
531254,-2066.4878
531255,-2067.0433
531256,-2066.2100
531257,-2076.4689
531258,-2074.3578
531259,-2077.6967
531260,-2077.5522
531261,-2078.1633
531262,-2070.0989
531263,-2067.0433
531264,-2070.0989
531265,-2078.1356
531266,-2068.5017
531267,-2078.2522
531268,-2077.0244
531269,-2075.9411
531270,-2069.2656
531271,-2074.5500
531272,-2067.8767
531273,-2078.1689
531274,-2078.7167
531275,-2078.6633
531276,-2073.1611
531277,-2067.8767
531278,-2066.7656
531279,-2078.7911
531280,-2075.9467
531281,-2075.9467
531282,-2077.6389
531283,-2071.8350
531284,-2075.6944
531285,-2183.1689
531286,-2155.7594
531287,-2077.0578
531288,-2075.9467
531289,-2077.1244
531290,-2077.0578
531291,-2071.2100
531292,-2077.0578
531293,-2077.6133
531294,-2077.6133
531295,-2077.6133
531296,-2086.6039
531297,-2077.6133
531298,-2082.8911
531299,-2078.7244
531300,-2077.6133
531301,-2078.1689
531302,-2081.2244
531303,-2083.4467
531304,-2204.9022
531305,-2204.9022
531306,-2075.9467
531307,-2078.1689
531308,-2083.4467
531309,-2078.4789
531310,-2079.2800
531311,-2078.5133
531312,-2077.0578
531313,-2077.0578
531314,-2078.7244
531315,-2078.4467
531316,-2076.8122
531317,-2070.9322
531318,-2075.8856
531319,-2078.4467
531320,-2077.6133
531321,-2078.4467
531322,-2079.4744
531323,-2085.8633
531324,-2082.1594
531325,-2081.8122
531326,-2075.9467
531327,-2075.9467
531328,-2080.7011
531329,-2073.1678
531330,-2080.7011
531331,-2071.7161
531332,-2075.3539
531333,-2081.0483
531334,-2080.9789
531335,-2066.8350
531336,-2067.0500
531337,-2088.5683
531338,-2063.6633
531339,-2064.4967
531340,-2062.8300
531341,-2063.6633
531342,-2131.0400
531343,-2098.6694
531344,-2064.8011
531345,-2066.7389
531346,-2116.6156
531347,-2088.8578
531348,-2077.9233
531349,-2072.5561
531350,-2085.4367
531351,-2077.6456
531352,-2072.5561
531353,-2074.2228
531354,-2074.2228
531355,-2078.5344
531356,-2068.3761
531357,-2079.9956
531358,-2070.3900
531359,-2070.0494
531360,-2071.7228
531361,-2118.4467
531362,-2078.2011
531363,-2079.8678
531364,-2079.0344
531365,-2119.0244
531366,-2117.3300
531367,-2114.8300
531368,-2186.8661
531369,-2109.6844
531370,-2084.6033
531371,-2070.9522
531372,-2089.3522
531373,-2118.6633
531374,-2118.3856
531375,-2067.8700
531376,-2066.3422
531377,-2066.2033
531378,-2066.2033
531379,-2066.4811
531380,-2073.4456
531381,-2077.2311
531382,-2079.0478
531383,-2065.6906
531384,-2080.4633
531385,-2116.1078
531386,-2088.8578
531387,-2120.9906
531388,-2065.3700
531389,-2075.4167
531390,-2115.8856
531391,-2077.2311
531392,-2076.2700
531393,-2072.0500
531394,-2079.9572
531395,-2067.1756
531396,-2066.4744
531397,-2076.2700
531398,-2161.4178
531399,-2063.3139
531400,-2066.2033
531401,-2066.1633
531402,-2064.9156
531403,-2069.7450
531404,-2069.7450
531405,-2075.4167
531406,-2075.4167
531407,-2075.4167
531408,-2078.7700
531409,-2065.7994
531410,-2078.7700
531411,-2080.4367
531412,-2065.0722
531413,-2065.7994
531414,-2079.6033
531415,-2080.4367
531416,-2080.4367
531417,-2428.7544
531418,-2335.1233
531419,-2078.7500
531420,-2121.0867
531421,-2431.9489
531422,-2558.1922
531423,-2335.6094
531424,-2334.7761
531425,-2123.2833
531426,-2167.0050
531427,-2226.5022
531428,-2094.2872
531429,-2236.4189
531430,-2236.4189
531431,-2236.4189
531432,-2117.6133
531433,-2117.0578
531434,-2079.3189
531435,-2117.6133
531436,-2205.6689
531437,-2122.6133
531438,-2123.9411
531439,-2079.6244
531440,-2081.9411
531441,-2081.9689
531442,-2081.9689
531443,-2078.0800
531444,-2078.0800
531445,-2077.3911
531446,-2076.1078
531447,-2076.5211
531448,-2223.7600
531449,-2223.7600
531450,-2223.7600
531451,-2078.1356
531452,-2066.0444
531453,-2065.8494
531454,-2066.9539
531455,-2067.5294
531456,-2073.2356
531457,-2073.1689
531458,-2073.7911
531459,-2218.3300
531460,-2218.3300
531461,-2069.7583
531462,-2096.8656
531463,-2207.2322
531464,-2074.6133
531465,-2079.0478
531466,-2079.0478
531467,-2079.0478
531468,-2078.4856
531469,-2065.8428
531470,-2071.5578
531471,-2071.5022
531472,-2071.5022
531473,-2073.9133
531474,-2066.1700
531475,-2068.0411
531476,-2065.5278
531477,-2208.8989
531478,-2072.0006
531479,-2207.2322
531480,-2205.3439
531481,-2186.7528
531482,-2201.7800
531483,-2227.2789
531484,-2214.7589
531485,-2075.3911
531486,-2262.9506
531487,-2064.6944
531488,-2073.4467
531489,-2063.5833
531490,-2077.6133
531491,-2066.9300
531492,-2260.3411
531493,-2065.5344
531494,-2069.7794
531495,-2066.3183
531496,-2067.2011
531497,-2066.0833
531498,-2064.4167
531499,-2101.4106
531500,-2080.1589
531501,-2066.4050
531502,-2082.0578
531503,-2065.3300
531504,-2082.1244
531505,-2201.7994
531506,-2085.1133
531507,-2082.1244
531508,-2085.6689
531509,-2080.1589
531510,-2295.8628
531511,-2301.1406
531512,-2077.0900
531513,-2080.1589
531514,-2233.6278
531515,-2200.7589
531516,-2146.4411
531517,-2180.5144
531518,-2084.5967
531519,-2223.4917
531520,-2103.6756
531521,-2065.7067
531522,-2331.8161
531523,-2134.1789
531524,-2104.2378
531525,-2152.5522
531526,-2322.4578
531527,-2070.9389
531528,-2084.9022
531529,-2287.8911
531530,-2153.6633
531531,-2287.8911
531532,-2101.7017
531533,-2257.5417
531534,-2102.5217
531535,-2277.4994
531536,-2239.4011
531537,-2101.9661
531538,-2142.9972
531539,-2104.7867
531540,-2141.6083
531541,-2101.9661
531542,-2131.7022
531543,-2067.7406
531544,-2288.7244
531545,-2194.7744
531546,-2333.6633
531547,-2288.0222
531548,-2194.6850
531549,-2144.3950
531550,-2067.4789
531551,-2184.6478
531552,-2102.2572
531553,-2067.2011
531554,-2067.6511
531555,-2102.2572
531556,-2102.2572
531557,-2172.4022
531558,-2150.9283
531559,-2102.8194
531560,-2161.5961
531561,-2068.1933
531562,-2101.6456
531563,-2097.2650
531564,-2101.1022
531565,-2137.1100
531566,-2458.4989
531567,-2223.4889
531568,-2226.5917
531569,-2101.1022
531570,-2094.7133
531571,-2199.9933
531572,-2113.9550
531573,-2264.8744
531574,-2133.0417
531575,-2235.1800
531576,-2192.3911
531577,-2241.1694
531578,-2092.8067
531579,-2099.6244
531580,-2085.1800
531581,-2085.0522
531582,-2073.0422
531583,-2069.1894
531584,-2069.1894
531585,-2131.2483
531586,-2092.9578
531587,-2091.7078
531588,-2096.4967
531589,-2098.6633
531590,-2183.2228
531591,-2173.7944
531592,-2078.2144
531593,-2085.3672
531594,-2072.7578
531595,-2081.7561
531596,-2073.3828
531597,-2080.9228
531598,-2082.5894
531599,-2077.0339
531600,-2081.7561
531601,-2084.8117
531602,-2080.0894
531603,-2088.2344
531604,-2075.0628
531605,-2074.5072
531606,-2087.3183
531607,-2082.6028
531608,-2085.1028
531609,-2087.1300
531610,-2067.1556
531611,-2067.7111
531612,-2082.1233
531613,-2087.6789
531614,-2153.7922
531615,-2075.6183
531616,-2069.5500
531617,-2073.3828
531618,-2080.7078
531619,-2073.6606
531620,-2073.6606
531621,-2073.6606
531622,-2079.8744
531623,-2074.4939
531624,-2073.6606
531625,-2079.0411
531626,-2073.1050
531627,-2071.7161
531628,-2068.0850
531629,-2075.9228
531630,-2211.5083
531631,-2069.1961
531632,-2077.3744
531633,-2077.5894
531634,-2079.8944
531635,-2072.8272
531636,-2072.8272
531637,-2077.3117
531638,-2077.3117
531639,-2085.4139
531640,-2068.9183
531641,-2072.0500
531642,-2083.1450
531643,-2072.5494
531644,-2111.4100
531645,-2075.6450
531646,-2132.4167
531647,-2166.7100
531648,-2161.8983
531649,-2151.9878
531650,-2079.6033
531651,-2089.2333
531652,-2079.8117
531653,-2083.7006
531654,-2209.1433
531655,-2237.3944
531656,-2284.9767
531657,-2238.5056
531658,-2134.7294
531659,-2325.6372
531660,-2246.3794
531661,-2079.0544
531662,-2070.5850
531663,-2074.4939
531664,-2074.4939
531665,-2105.5567
531666,-2103.8900
531667,-2105.5567
531668,-2106.6678
531669,-2084.2494
531670,-2125.3467
531671,-2078.7700
531672,-2073.9383
531673,-2103.8900
531674,-2111.4033
531675,-2079.8811
531676,-2071.9939
531677,-2073.3828
531678,-2071.9939
531679,-2071.9939
531680,-2079.3189
531681,-2096.5022
531682,-2096.5022
531683,-2096.5022
531684,-2096.5022
531685,-2072.8272
531686,-2072.8272
531687,-2071.9939
531688,-2074.4939
531689,-2096.5022
531690,-2096.5022
531691,-2071.7789
531692,-2081.7789
531693,-2081.7789
531694,-2076.7789
531695,-2071.7789
531696,-2085.1800
531697,-2085.1800
531698,-2083.5133
531699,-2083.5133
531700,-2083.5133
531701,-2083.5133
531702,-2079.0022
531703,-2180.9800
531704,-2159.2622
531705,-2264.9539
531706,-2065.9683
531707,-2082.7617
531708,-2185.5322
531709,-2079.0344
531710,-2079.0344
531711,-2071.2794
531712,-2067.8006
531713,-2154.8539
531714,-2100.5433
531715,-2069.7517
531716,-2075.5522
531717,-2074.1633
531718,-2074.1633
531719,-2067.3011
531720,-2067.0433
531721,-2067.3011
531722,-2066.3917
531723,-2076.8189
531724,-2081.0133
531725,-2074.2722
531726,-2066.4544
531727,-2066.1767
531728,-2066.7322
531729,-2063.6767
531730,-2101.4411
531731,-2243.1078
531732,-2066.7322
531733,-2086.2522
531734,-2086.2522
531735,-2104.2189
531736,-2105.8856
531737,-2105.8856
531738,-2064.2322
531739,-2209.5522
531740,-2213.1078
531741,-2143.5133
531742,-2216.7189
531743,-2178.3856
531744,-2195.3300
531745,-2197.1133
531746,-2181.4411
531747,-2352.5522
531748,-2342.2744
531749,-2277.2744
531750,-2409.2189
531751,-2091.7389
531752,-2165.0722
531753,-2143.1606
531754,-2089.8478
531755,-2345.8856
531756,-2329.5522
531757,-2278.9967
531758,-2355.3856
531759,-2351.9967
531760,-2108.3856
531761,-2150.0522
531762,-2074.0144
531763,-2141.9967
531764,-2141.4411
531765,-2141.9967
531766,-2161.9967
531767,-2141.9967
531768,-2072.3478
531769,-2159.2189
531770,-2158.6633
531771,-2148.3856
531772,-2149.4967
531773,-2067.0167
531774,-2148.3856
531775,-2150.6078
531776,-2065.0522
531777,-2151.7189
531778,-2066.3678
531779,-2230.6122
531780,-2149.4967
531781,-2151.3856
531782,-2158.6633
531783,-2131.7189
531784,-2133.3300
531785,-2290.1133
531786,-2063.3856
531787,-2149.2189
531788,-2064.4967
531789,-2191.9967
531790,-2063.6633
531791,-2196.9967
531792,-2163.0411
531793,-2168.0478
531794,-2347.0522
531795,-2196.7189
531796,-2191.5022
531797,-2067.5883
531798,-2172.5522
531799,-2197.1850
531800,-2071.1167
531801,-2193.0744
531802,-2229.4367
531803,-2087.8300
531804,-2226.7189
531805,-2270.8856
531806,-2198.7800
531807,-2273.9411
531808,-2202.2744
531809,-2211.4411
531810,-2206.4411
531811,-2310.6078
531812,-2306.1633
531813,-2130.6078
531814,-2317.2744
531815,-2072.0567
531816,-2235.0722
531817,-2332.0167
531818,-2258.7233
531819,-2210.1394
531820,-2324.7744
531821,-2064.4967
531822,-2072.8900
531823,-2265.6678
531824,-2350.7672
531825,-2075.9706
531826,-2088.3856
531827,-2251.7389
531828,-2207.9667
531829,-2252.6678
531830,-2253.1078
531831,-2321.4411
531832,-2065.0522
531833,-2246.6000
531834,-2511.1211
531835,-2072.3344
531836,-2065.6411
531837,-2067.3078
531838,-2074.5522
531839,-2427.8489
531840,-4259.8344
531841,-2068.6833
531842,-2073.9611
531843,-2067.5722
531844,-2064.7744
531845,-2065.6144
531846,-2073.2600
531847,-2065.0522
531848,-2066.1833
531849,-2065.0589
531850,-2065.0589
531851,-2065.0589
531852,-2066.1700
531853,-2065.8922
531854,-2065.3367
531855,-2066.1633
531856,-2066.1633
531857,-2075.3300
531858,-2075.8744
531859,-2064.5033
531860,-2074.0300
531861,-2073.0856
531862,-2064.5033
531863,-2062.8433
531864,-2073.8022
531865,-2075.8744
531866,-2064.5100
531867,-2064.4433
531868,-2064.4433
531869,-2063.6767
531870,-2064.7878
531871,-2065.3433
531872,-2070.5544
531873,-2073.6300
531874,-2098.7061
531875,-2202.6100
531876,-2241.5150
531877,-2068.8878
531878,-2147.6411
531879,-2113.4283
531880,-2081.4772
531881,-2065.5811
531882,-2101.2061
531883,-2078.3456
531884,-2198.6633
531885,-2087.7900
531886,-2075.2767
531887,-2099.2617
531888,-2064.4700
531889,-2098.1506
531890,-2101.2061
531891,-2066.1300
531892,-2166.9072
531893,-2267.1694
531894,-2109.5394
531895,-2073.6367
531896,-2214.7294
531897,-2067.2211
531898,-2074.4433
531899,-2074.4433
531900,-2111.2061
531901,-2207.9039
531902,-2211.2533
531903,-2111.2061
531904,-2192.6917
531905,-2201.9833
531906,-2073.6167
531907,-2067.7833
531908,-2098.9839
531909,-2066.6856
531910,-2098.9839
531911,-2069.8106
531912,-2175.2411
531913,-2265.3622
531914,-2208.1078
531915,-2063.6300
531916,-2066.1300
531917,-2184.6878
531918,-2108.7061
531919,-2214.6133
531920,-2331.9967
531921,-2218.5022
531922,-2270.1078
531923,-2131.7189
531924,-2202.3356
531925,-2191.5367
531926,-2269.6467
531927,-2267.8300
531928,-2363.6633
531929,-2256.0467
531930,-2348.9411
531931,-2184.3100
531932,-2320.8856
531933,-2289.4967
531934,-2348.4383
531935,-2178.7911
531936,-2076.2800
531937,-2087.5522
531938,-2082.9578
531939,-2085.7522
531940,-2080.5128
531941,-2080.9922
531942,-2079.3467
531943,-2080.9922
531944,-2124.1117
531945,-2081.0550
531946,-2073.3744
531947,-2073.3744
531948,-2207.1494
531949,-2073.3744
531950,-2072.2783
531951,-2070.6117
531952,-2085.7678
531953,-2200.0594
531954,-2065.9189
531955,-2065.5850
531956,-2071.4450
531957,-2074.1600
531958,-2161.4122
531959,-2072.2783
531960,-2095.7544
531961,-2073.3894
531962,-2067.5094
531963,-2096.5878
531964,-2161.4122
531965,-2073.1117
531966,-2073.1117
531967,-2072.5561
531968,-2264.0578
531969,-2066.1967
531970,-2066.4744
531971,-2073.7500
531972,-2067.2517
531973,-2068.9183
531974,-2069.7650
531975,-2065.9189
531976,-2093.8100
531977,-2077.8206
531978,-2085.5983
531979,-2077.0900
531980,-2068.3761
531981,-2067.4400
531982,-2068.3761
531983,-2071.2233
531984,-2066.3983
531985,-2075.3300
531986,-2075.5522
531987,-2065.9189
531988,-2081.4517
531989,-2095.1989
531990,-2066.6067
531991,-2075.6944
531992,-2067.8006
531993,-2072.3344
531994,-2083.7006
531995,-2078.8328
531996,-2075.6689
531997,-2074.0300
531998,-2066.6067
531999,-2073.6044
532000,-2068.0850
532001,-2188.3633
532002,-2165.1917
532003,-2067.1622
532004,-2068.3761
532005,-2099.0878
532006,-2068.0983
532007,-2095.4767
532008,-2068.9317
532009,-2069.1894
532010,-2073.4456
532011,-2079.1133
532012,-2089.3911
532013,-2087.2744
532014,-2065.6211
532015,-2072.1133
532016,-2066.6894
532017,-2070.1122
532018,-2070.1122
532019,-2077.3744
532020,-2077.3744
532021,-2074.3683
532022,-2070.1056
532023,-2077.0833
532024,-2070.1056
532025,-2067.5656
532026,-2083.5122
532027,-2080.4567
532028,-2080.4567
532029,-2082.4011
532030,-2075.6689
532031,-2075.6078
532032,-2081.2700
532033,-2076.9778
532034,-2066.3983
532035,-2082.6789
532036,-2072.1133
532037,-2083.1078
532038,-2068.9183
532039,-2082.6789
532040,-2082.6789
532041,-2087.1500
532042,-2078.5683
532043,-2087.1500
532044,-2087.1500
532045,-2075.2017
532046,-2083.1689
532047,-2078.5683
532048,-2075.4167
532049,-2075.4167
532050,-2078.5683
532051,-2111.8906
532052,-2083.5122
532053,-2179.3467
532054,-2076.5689
532055,-2075.7356
532056,-2074.0300
532057,-2075.3767
532058,-2075.3911
532059,-2075.7356
532060,-2075.7356
532061,-2075.7356
532062,-2075.7356
532063,-2077.6800
532064,-2195.8633
532065,-2234.5578
532066,-2193.0678
532067,-2077.8300
532068,-2199.3089
532069,-2073.9411
532070,-2069.4872
532071,-2078.4361
532072,-2081.2006
532073,-2086.0322
532074,-2089.1011
532075,-2088.4694
532076,-2199.3489
532077,-2077.0472
532078,-2140.4139
532079,-2131.8278
532080,-2127.3072
532081,-2076.7922
532082,-2222.0856
532083,-2304.9394
532084,-2202.0700
532085,-2425.3300
532086,-2199.8478
532087,-2168.1689
532088,-2185.4033
532089,-2364.9367
532090,-2247.9367
532091,-2187.0700
532092,-2118.8978
532093,-2111.0533
532094,-2130.1800
532095,-2260.6544
532096,-2291.7189
532097,-2116.1361
532098,-2273.3356
532099,-2343.4100
532100,-2254.2189
532101,-2297.2744
532102,-2378.9411
532103,-2362.6967
532104,-2083.5133
532105,-2080.1589
532106,-2072.9033
532107,-2074.0144
532108,-2074.0144
532109,-2074.0078
532110,-2065.3500
532111,-2083.5133
532112,-2083.2356
532113,-2083.5133
532114,-2083.5133
532115,-2083.5133
532116,-2082.9578
532117,-2079.9022
532118,-2078.2356
532119,-2079.9189
532120,-2078.2356
532121,-2078.2356
532122,-2078.2356
532123,-2079.3467
532124,-2077.6800
532125,-2079.3467
532126,-2079.3467
532127,-2080.3911
532128,-2068.1411
532129,-2084.0689
532130,-2084.0689
532131,-2085.1800
532132,-2087.4022
532133,-2085.1800
532134,-2085.1800
532135,-2096.8467
532136,-2084.7189
532137,-2084.7189
532138,-2095.6633
532139,-2087.8300
532140,-2090.8856
532141,-2090.8856
532142,-2068.9944
532143,-2091.2244
532144,-2088.1078
532145,-2081.8633
532146,-2069.8278
532147,-2068.1611
532148,-2068.7167
532149,-2071.4250
532150,-2068.2800
532151,-2093.8233
532152,-2071.2233
532153,-2161.2933
532154,-2254.4467
532155,-2288.3856
532156,-2410.3300
532157,-2344.7744
532158,-2358.3233
532159,-2338.9411
532160,-2410.8994
532161,-2237.9578
532162,-2204.1700
532163,-2343.3856
532164,-2330.8856
532165,-2071.0217
532166,-2066.7522
532167,-2080.5967
532168,-2096.7078
532169,-2084.1306
532170,-2079.8678
532171,-2246.7189
532172,-2085.7211
532173,-2467.7417
532174,-2355.6078
532175,-2084.1306
532176,-2083.0194
532177,-2080.7011
532178,-2084.1306
532179,-2073.9878
532180,-2290.2817
532181,-2217.2056
532182,-2187.1628
532183,-2077.1033
532184,-2107.1578
532185,-2187.9961
532186,-2117.6389
532187,-2325.0589
532188,-2299.3467
532189,-2215.8856
532190,-2197.8300
532191,-2197.5522
532192,-2303.1150
532193,-2208.2244
532194,-2199.7494
532195,-2241.7989
532196,-2136.8106
532197,-2275.7550
532198,-2096.5789
532199,-2134.7900
532200,-2072.7533
532201,-2097.9039
532202,-2204.4467
532203,-2251.7522
532204,-2226.8100
532205,-2232.0878
532206,-2197.6800
532207,-2232.4217
532208,-2186.3922
532209,-2098.1411
532210,-2121.2189
532211,-2144.5056
532212,-2095.7233
532213,-2093.5444
532214,-2242.4022
532215,-2223.5022
