episode,reward
3671,-2268.985
3672,-2259.1267
3673,-2266.14
3674,-2285.3083
3675,-2244.4611
3676,-2382.485
3677,-2407.5706
3678,-2311.21
3679,-2259.1933
3680,-2297.5967
3681,-2316.9228
3682,-2306.8133
3683,-2275.5756
3684,-2285.2428
3685,-2383.9817
3686,-2287.57
3687,-2338.4228
3688,-2270.7661
3689,-2235.0272
3690,-2250.4539
3691,-2252.5867
3692,-2231.2872
3693,-2257.0806
3694,-2305.41
3695,-2255.2444
3696,-2270.3939
3697,-2250.4067
3698,-2263.755
3699,-2265.8961
3700,-2316.6211
3701,-2286.1372
3702,-2212.7144
3703,-2414.615
3704,-2291.55
3705,-2289.685
3706,-2466.1222
3707,-2275.1228
3708,-2294.4811
3709,-2312.8967
3710,-2328.73
3711,-2299.7728
3712,-2275.3989
3713,-2280.9244
3714,-2276.9839
3715,-2340.6261
3716,-2251.6156
3717,-2265.6317
3718,-2251.4694
3719,-2294.71
3720,-2244.2067
3721,-2291.1689
3722,-2296.3639
3723,-2282.12
3724,-2270.9922
3725,-2380.0978
3726,-2320.2189
3727,-2286.9389
3728,-2334.2394
3729,-2320.2389
3730,-2281.6556
3731,-2308.1133
3732,-2249.5267
3733,-2268.38
3734,-2287.5867
3735,-2289.3722
3736,-2245.8411
3737,-2272.5511
3738,-2271.53
3739,-2317.1967
3740,-2240.3311
3741,-2576.7622
3742,-2814.96
3743,-2276.4494
3744,-2255.3567
3745,-2325.6006
3746,-2267.6761
3747,-2228.6539
3748,-2304.2867
3749,-2448.4567
3750,-2267.8511
3751,-2243.4856
3752,-2281.6506
3753,-2422.6339
3754,-2301.8656
3755,-2255.5728
3756,-2236.2206
3757,-2247.3572
3758,-2277.8711
3759,-2291.8256
3760,-2277.3356
3761,-2329.0061
3762,-2334.5444
3763,-2288.4333
3764,-2273.9722
3765,-2341.6383
3766,-2264.455
3767,-2266.0978
3768,-2367.1517
3769,-2247.3383
3770,-2233.3467
3771,-2302.8511
3772,-2294.6461
3773,-2244.8406
3774,-2300.4383
3775,-2304.0022
3776,-2244.4383
3777,-2285.3983
3778,-2295.2589
3779,-2305.8678
3780,-2205.5356
3781,-2261.9456
3782,-2332.7344
3783,-2287.4133
3784,-2315.9628
3785,-2233.7878
3786,-2271.6467
3787,-2324.2933
3788,-2276.0578
3789,-2266.8456
3790,-2354.0156
3791,-2456.4767
3792,-2288.0883
3793,-2283.8156
3794,-2464.0956
3795,-2323.6389
3796,-2272.7883
3797,-2301.3528
3798,-2388.4172
3799,-2264.2428
3800,-2300.9067
3801,-2336.0517
3802,-2353.9928
3803,-2297.4928
3804,-2331.9683
3805,-2386.7372
3806,-2275.4644
3807,-2253.4133
3808,-2350.3578
3809,-2270.0733
3810,-2570.6367
3811,-2278.2344
3812,-2400.2189
3813,-2244.0544
3814,-2283.7189
3815,-2236.1739
3816,-2252.0661
3817,-2264.1106
3818,-2256.35
3819,-2441.7667
3820,-2265.1589
3821,-2285.5861
3822,-2221.815
3823,-2351.9272
3824,-2247.8461
3825,-2271.8494
3826,-2262.1389
3827,-2314.3711
3828,-2244.8756
3829,-2354.1106
3830,-2422.0522
3831,-2305.315
3832,-2292.6467
3833,-2258.0389
3834,-2273.0461
3835,-2311.1483
3836,-2261.3878
3837,-2285.6156
3838,-2325.3533
3839,-2272.48
3840,-2312.9233
3841,-2296.57
3842,-2276.6906
3843,-2231.4444
3844,-2352.4972
3845,-2275.0194
3846,-2323.4689
3847,-2310.4644
3848,-2244.6194
3849,-2267.1822
3850,-2313.8944
3851,-2360.1994
3852,-2290.3433
3853,-2317.3422
3854,-2267.9511
3855,-2327.8333
3856,-2328.2811
3857,-2277.1028
3858,-2300.7839
3859,-2271.2733
3860,-2259.9622
3861,-2345.3283
3862,-2316.3533
3863,-2313.1511
3864,-2330.4511
3865,-2283.8078
3866,-2289.4322
3867,-2279.3522
3868,-2275.45
3869,-2279.0033
3870,-2352.9072
3871,-2264.87
3872,-2282.1139
3873,-2321.9039
3874,-2465.9233
3875,-2251.7067
3876,-2310.9633
3877,-2300.9061
3878,-2506.1256
3879,-2302.6922
3880,-2268.1917
3881,-2348.0617
3882,-2262.5428
3883,-2275.4189
3884,-2311.7622
3885,-2318.3906
3886,-2260.6356
3887,-2236.1578
3888,-2277.2833
3889,-2516.7278
3890,-2268.7078
3891,-2305.7278
3892,-2303.1789
3893,-2249.675
3894,-2237.0072
3895,-2246.5439
3896,-2265.1617
3897,-2315.3267
3898,-2265.2617
3899,-2532.1483
3900,-2257.0
3901,-2255.2289
3902,-2344.8422
3903,-2277.4278
3904,-2271.3511
3905,-2288.7106
3906,-2298.4756
3907,-2283.3144
3908,-2261.9172
3909,-2260.7867
3910,-2415.395
3911,-2278.4533
3912,-2286.8256
3913,-2282.99
3914,-2273.1944
3915,-2324.045
3916,-2249.0983
3917,-2394.0422
3918,-2289.4778
3919,-2265.6422
3920,-2231.0122
3921,-2261.5811
3922,-2301.2672
3923,-2256.6044
3924,-2281.4756
3925,-2278.2478
3926,-2336.1467
3927,-2314.5361
3928,-2277.6078
3929,-2455.9744
3930,-2264.7333
3931,-2276.9378
3932,-2242.2506
3933,-2303.8978
3934,-2235.6117
3935,-2339.1461
3936,-2265.7344
3937,-2279.7378
3938,-2226.0733
3939,-2296.0694
3940,-2278.4294
3941,-2358.8767
3942,-2272.2139
3943,-2341.4756
3944,-2264.4428
3945,-2296.8706
3946,-2283.0122
3947,-2304.1567
3948,-2304.8567
3949,-2304.2039
3950,-2270.4039
3951,-2307.5639
3952,-2256.21
3953,-2264.5339
3954,-2349.8689
3955,-2278.7244
3956,-2249.85
3957,-2304.4722
3958,-2258.3167
3959,-2266.0822
3960,-2402.6133
3961,-2291.9483
3962,-2311.4283
3963,-2275.2911
3964,-2295.9411
3965,-2326.6744
3966,-2285.3511
3967,-2325.4739
3968,-2350.2094
3969,-2308.4717
3970,-2345.5878
3971,-2260.4328
3972,-2397.1067
3973,-2302.1272
3974,-2302.7078
3975,-2317.8467
3976,-2326.435
3977,-2245.4483
3978,-2285.8811
3979,-2229.9894
3980,-2272.1617
3981,-2250.7411
3982,-2321.5117
3983,-2483.7911
3984,-2258.3039
3985,-2286.0322
3986,-2233.69
3987,-2287.3222
3988,-2241.5128
3989,-2284.2233
3990,-2285.5017
3991,-2308.0489
3992,-2299.97
3993,-2249.9411
3994,-2284.7517
3995,-2306.595
3996,-2520.8517
3997,-2235.3044
3998,-2286.2133
3999,-2305.0961
4000,-2378.1283
4001,-2278.1983
4002,-2273.3306
4003,-2269.5467
4004,-2285.83
4005,-2298.945
4006,-2303.0439
4007,-2362.9233
4008,-2271.6372
4009,-2274.98
4010,-2404.9189
4011,-2308.3622
4012,-2293.6644
4013,-2276.27
4014,-2270.5389
4015,-2291.5517
4016,-2392.4678
4017,-2244.6689
4018,-2307.4794
4019,-2361.6678
4020,-2292.405
4021,-2243.2956
4022,-2300.0039
4023,-2238.1539
4024,-2273.895
4025,-2325.6833
4026,-2344.5978
4027,-2248.535
4028,-2240.7394
4029,-2304.8183
4030,-2287.1167
4031,-2276.9822
4032,-2635.2489
4033,-2342.3944
4034,-2425.2294
4035,-2259.9756
4036,-2280.9617
4037,-2344.11
4038,-2279.67
4039,-2327.3511
4040,-2279.1144
4041,-2259.6794
4042,-2293.7933
4043,-2365.7322
4044,-2258.0822
4045,-2248.7294
4046,-2319.4517
4047,-2307.3689
4048,-2271.1083
4049,-2299.1428
4050,-2257.5156
4051,-2242.6094
4052,-2292.2622
4053,-2308.0433
4054,-2324.8906
4055,-2249.0639
4056,-2237.2111
4057,-2328.7844
4058,-2246.0567
4059,-2272.3878
4060,-2275.3778
4061,-2325.0033
4062,-2257.6967
4063,-2252.7311
4064,-2228.8556
4065,-2251.18
4066,-2307.765
4067,-2286.0722
4068,-2238.6461
4069,-2290.1694
4070,-2271.1644
4071,-2290.2028
4072,-2323.2911
4073,-2266.2711
4074,-2264.5767
4075,-2285.0561
4076,-2374.0711
4077,-2262.4006
4078,-2257.23
4079,-2287.3967
4080,-2301.0617
4081,-2466.1444
4082,-2326.9517
4083,-2336.3928
4084,-2283.1183
4085,-2277.4556
4086,-2296.8428
4087,-2271.8556
4088,-2310.6917
4089,-2282.2678
4090,-2279.085
4091,-2320.5589
4092,-2277.9589
4093,-2273.9811
4094,-2268.0917
4095,-2343.6778
4096,-2258.3372
4097,-2227.4639
4098,-2264.2028
4099,-2321.0228
4100,-2341.525
4101,-2262.46
4102,-2265.7211
4103,-2253.4989
4104,-2468.9967
4105,-2253.5589
4106,-2214.4083
4107,-2272.6544
4108,-2292.7456
4109,-2239.1206
4110,-2258.8578
4111,-2247.88
4112,-2383.3572
4113,-2248.8217
4114,-2312.2983
4115,-2265.0
4116,-2316.8428
4117,-2258.5594
4118,-2294.7556
4119,-2304.3161
4120,-2358.0789
4121,-2293.7017
4122,-2313.8406
4123,-2256.6061
4124,-2499.8522
4125,-2350.7978
4126,-2445.4639
4127,-2484.6217
4128,-2309.4644
4129,-2242.0267
4130,-2359.3689
4131,-2261.7656
4132,-2291.1244
4133,-2336.2722
4134,-2274.065
4135,-2285.5033
4136,-2479.0194
4137,-2240.2322
4138,-2244.2178
4139,-2342.2489
4140,-2322.9722
4141,-2315.1661
4142,-2336.0456
4143,-2279.5711
4144,-2322.88
4145,-2231.2994
4146,-2260.3178
4147,-2249.3
4148,-2330.055
4149,-2453.8444
4150,-2389.6472
4151,-2293.7656
4152,-2265.7944
4153,-2265.0961
4154,-2275.3244
4155,-2325.5406
4156,-2311.4956
4157,-2279.435
4158,-2338.7544
4159,-2319.0944
4160,-2295.2683
4161,-2265.5817
4162,-2267.7533
4163,-2306.2667
4164,-2250.005
4165,-2264.6206
4166,-2327.2794
4167,-2432.3383
4168,-2296.7067
4169,-2261.8989
4170,-2361.0
4171,-2274.0156
4172,-2324.6539
4173,-2290.9067
4174,-2375.8744
4175,-2277.7856
4176,-2297.6922
4177,-2272.9989
4178,-2246.9739
4179,-2252.4328
4180,-2246.09
4181,-2317.7361
4182,-2330.8594
4183,-2306.0456
4184,-2295.2011
4185,-2690.1978
4186,-2259.0278
4187,-2334.2533
4188,-2244.0667
4189,-2265.3861
4190,-2278.0733
4191,-2264.0067
4192,-2271.4944
4193,-2292.0056
4194,-2260.6156
4195,-2269.7861
4196,-2270.3361
4197,-2283.235
4198,-2315.2767
4199,-2428.4544
4200,-2265.5033
4201,-2281.4222
4202,-2246.1617
4203,-2308.6978
4204,-2263.0622
4205,-2375.5594
4206,-2333.9661
4207,-2251.7456
4208,-2302.4261
4209,-2231.9283
4210,-2260.3472
4211,-2290.2406
4212,-2283.245
4213,-2327.0806
4214,-2284.2228
4215,-2392.9117
4216,-2257.4567
4217,-2264.7067
4218,-2294.3883
4219,-2298.64
4220,-2299.5806
4221,-2271.1206
4222,-2256.4383
4223,-2315.7078
4224,-2315.7444
4225,-2295.82
4226,-2296.865
4227,-2255.1411
4228,-2246.2128
4229,-2283.335
4230,-2299.2761
4231,-2279.5767
4232,-2286.5567
4233,-2394.9144
4234,-2365.5294
4235,-2271.8322
4236,-2333.3306
4237,-2279.9839
4238,-2281.4756
4239,-2314.5283
4240,-2295.96
4241,-2278.8178
4242,-2251.1406
4243,-2317.4344
4244,-2332.49
4245,-2346.6744
4246,-2390.5467
4247,-2269.9928
4248,-2361.7456
4249,-2257.3944
4250,-2274.1533
4251,-2298.7606
4252,-2316.7933
4253,-2282.7978
4254,-2316.1272
4255,-2405.5206
4256,-2276.7694
4257,-2355.3644
4258,-2271.0767
4259,-2362.4328
4260,-2449.4428
4261,-2240.6878
4262,-2283.3156
4263,-2235.1989
4264,-2307.7989
4265,-2270.1
4266,-2291.04
4267,-2276.9622
4268,-2313.7222
4269,-2285.4072
4270,-2450.8772
4271,-2355.2167
4272,-2266.3417
4273,-2272.8939
4274,-2319.2411
4275,-2301.4344
4276,-2394.5889
4277,-2331.2189
4278,-2310.0983
4279,-2269.5444
4280,-2249.3911
4281,-2283.7961
4282,-2279.8117
4283,-2267.9233
4284,-2269.965
4285,-2325.4672
4286,-2282.1728
4287,-2354.9717
4288,-2325.5561
4289,-2287.7178
4290,-2274.5378
4291,-2270.4589
4292,-2297.4544
4293,-2310.1533
4294,-2271.8083
4295,-2265.3706
4296,-2266.1833
4297,-2291.5317
4298,-2447.1906
4299,-2253.2383
4300,-2343.9167
4301,-2284.5922
4302,-2290.3711
4303,-2255.9289
4304,-2309.3361
4305,-2255.6911
4306,-2239.2344
4307,-2369.2211
4308,-2297.5672
4309,-2261.4967
4310,-2248.96
4311,-2241.3861
4312,-2344.0022
4313,-2251.5928
4314,-2277.7967
4315,-2291.9511
4316,-2312.8606
4317,-2281.2606
4318,-2278.105
4319,-2244.4044
4320,-2265.9039
4321,-2276.2094
4322,-2297.7622
4323,-2421.3083
4324,-2312.4256
4325,-2227.9683
4326,-2332.9128
4327,-2262.9394
4328,-2286.2578
4329,-2307.1756
4330,-2282.8067
4331,-2272.5333
4332,-2327.5211
4333,-2341.3072
4334,-2300.6167
4335,-2291.1094
4336,-2286.1283
4337,-2242.6878
4338,-2311.0656
4339,-2267.0067
4340,-2287.6456
4341,-2265.8244
4342,-2281.3433
4343,-2252.8833
4344,-2272.91
4345,-2309.8356
4346,-2234.1333
4347,-2324.1061
4348,-2282.9011
4349,-2218.2183
4350,-2219.0561
4351,-2292.5106
4352,-2335.4694
4353,-2284.65
4354,-2315.6917
4355,-2372.7067
4356,-2262.3678
4357,-2300.1228
4358,-2353.0706
4359,-2278.1417
4360,-2245.9083
4361,-2289.5339
4362,-2383.9261
4363,-2297.1139
4364,-2254.9961
4365,-2321.5483
4366,-2350.8011
4367,-2241.8217
4368,-2310.01
4369,-2274.6578
4370,-2294.5767
4371,-2273.2933
4372,-2330.2944
4373,-2315.7583
4374,-2272.5528
4375,-2460.6033
4376,-2286.9117
4377,-2305.0667
4378,-2298.0822
4379,-2237.3117
4380,-2294.7217
4381,-2238.8783
4382,-2443.5667
4383,-2300.0889
4384,-2261.8678
4385,-2305.6956
4386,-2311.1044
4387,-2463.48
4388,-2373.2378
4389,-2250.295
4390,-2331.8106
4391,-2355.2172
4392,-2378.2511
4393,-2265.3644
4394,-2267.2261
4395,-2262.85
4396,-2278.7244
4397,-2297.0028
4398,-2324.1878
4399,-2339.4194
4400,-2265.9161
4401,-2371.6089
4402,-2242.2422
4403,-2382.4022
4404,-2258.6244
4405,-2301.8161
4406,-2283.47
4407,-2255.1083
4408,-2282.1406
4409,-2294.4117
4410,-2241.6039
4411,-2316.7828
4412,-2249.8394
4413,-2283.4767
4414,-2318.6789
4415,-2287.1206
4416,-2266.7289
4417,-2359.2622
4418,-2705.8456
4419,-2276.9961
4420,-2257.675
4421,-2305.8661
4422,-2272.1661
4423,-2239.4911
4424,-2241.8667
4425,-2270.4206
4426,-2312.5278
4427,-2268.9183
4428,-2268.7406
4429,-2255.0989
4430,-2362.6133
4431,-2283.8072
4432,-2314.7128
4433,-2287.5128
4434,-2280.8533
4435,-2293.0711
4436,-2276.5744
4437,-2329.5333
4438,-2362.3633
4439,-2245.2083
4440,-2309.4189
4441,-2258.2339
4442,-2424.0894
4443,-2307.1672
4444,-2270.4006
4445,-2304.5083
4446,-2274.6167
4447,-2266.8361
4448,-2349.2172
4449,-2332.9667
4450,-2284.395
4451,-2232.565
4452,-2261.4422
4453,-2312.5494
4454,-2335.6739
4455,-2297.6322
4456,-2275.3822
4457,-2277.9533
4458,-2283.0194
4459,-2322.6067
4460,-2304.6422
4461,-2307.3689
4462,-2259.6
4463,-2299.7233
4464,-2253.4006
4465,-2242.9111
4466,-2302.2328
4467,-2260.6044
4468,-2426.7267
4469,-2364.8022
4470,-2288.6022
4471,-2271.1322
4472,-2378.0233
4473,-2276.7494
4474,-2242.3317
4475,-2321.7761
4476,-2241.3756
4477,-2278.0467
4478,-2242.2756
4479,-2280.3867
4480,-2296.0111
4481,-2309.5272
4482,-2319.2628
4483,-2246.075
4484,-2238.3494
4485,-2272.3717
4486,-2252.8389
4487,-2412.3956
4488,-2272.0844
4489,-2414.5644
4490,-2257.7617
4491,-2262.4639
4492,-2316.25
4493,-2289.005
4494,-2354.5222
4495,-2350.685
4496,-2253.0283
4497,-2332.2811
4498,-2305.3439
4499,-2258.8711
4500,-2329.5778
4501,-2256.0667
4502,-2295.5389
4503,-2309.2933
4504,-2282.1072
4505,-2237.1839
4506,-2382.4622
4507,-2236.1639
4508,-2278.375
4509,-2263.1883
4510,-2294.5306
4511,-2247.2489
4512,-2378.7872
4513,-2277.9394
4514,-2331.2044
4515,-2322.9044
4516,-2289.0917
4517,-2252.7644
4518,-2335.8906
4519,-2259.2133
4520,-2249.1933
4521,-2232.305
4522,-2242.7217
4523,-2250.8267
4524,-2320.265
4525,-2253.4722
4526,-2271.3261
4527,-2279.9078
4528,-2239.7767
4529,-2331.5422
4530,-2279.965
4531,-2229.6756
4532,-2287.8544
4533,-2250.6811
4534,-2251.4806
4535,-2224.9344
4536,-2257.3317
4537,-2279.9472
4538,-2264.3017
4539,-2259.4244
4540,-2285.5928
4541,-2271.2661
4542,-2337.3183
4543,-2245.1778
4544,-2267.89
4545,-2266.4378
4546,-2294.7128
4547,-2313.2606
4548,-2281.7133
4549,-2273.7428
4550,-2300.8967
4551,-2241.8817
4552,-2279.9394
4553,-2276.08
4554,-2301.0256
4555,-2225.7067
4556,-2272.2511
4557,-2261.935
4558,-2253.1667
4559,-2282.5267
4560,-2398.3839
4561,-2529.4772
4562,-2230.3667
4563,-2297.0506
4564,-2360.9828
4565,-2296.5517
4566,-2256.7856
4567,-2268.9089
4568,-2354.8261
4569,-2253.1544
4570,-2285.6783
4571,-2256.8522
4572,-2283.2533
4573,-2231.1672
4574,-2267.56
4575,-2286.3978
4576,-2263.8728
4577,-2311.2806
4578,-2293.8778
4579,-2269.44
4580,-2323.8506
4581,-2294.8606
4582,-2251.9933
4583,-2266.7694
4584,-2278.0328
4585,-2246.5772
4586,-2233.25
4587,-2447.2483
4588,-2260.0306
4589,-2265.3578
4590,-2287.8178
4591,-2257.0072
4592,-2244.7689
4593,-2304.6928
4594,-2246.2967
4595,-2264.8883
4596,-2232.8228
4597,-2280.5756
4598,-2267.715
4599,-2314.8156
4600,-2283.08
4601,-2278.8461
4602,-2297.0244
4603,-2321.8133
4604,-2260.155
4605,-2288.2
4606,-2265.7278
4607,-2244.7361
4608,-2301.3822
4609,-2324.6539
4610,-2281.8617
4611,-2297.1011
4612,-2365.9394
4613,-2213.2744
4614,-2256.1017
4615,-2341.9522
4616,-2277.4933
4617,-2305.8906
4618,-2267.4978
4619,-2225.9028
4620,-2276.2539
4621,-2261.9311
4622,-2251.5144
4623,-2244.025
4624,-2253.105
4625,-2253.0689
4626,-2257.2917
4627,-2274.6344
4628,-2275.7994
4629,-2340.9267
4630,-2342.1839
4631,-2286.9911
4632,-2280.9911
4633,-2226.4056
4634,-2258.4894
4635,-2282.2156
4636,-2266.7067
4637,-2274.7961
4638,-2253.0289
4639,-2429.2106
4640,-2272.4222
4641,-2347.9906
4642,-2306.7561
4643,-2293.0061
4644,-2325.3844
4645,-2260.6717
4646,-2304.6828
4647,-2287.4472
4648,-2299.0506
4649,-2288.135
4650,-2366.1211
4651,-2662.7611
4652,-2314.2822
4653,-2350.0078
4654,-2245.4822
4655,-2241.7956
4656,-2269.1772
4657,-2313.77
4658,-2256.3917
4659,-2261.1472
4660,-2292.7883
4661,-2316.6506
4662,-2269.0117
4663,-2271.2061
4664,-2359.6111
4665,-2240.96
4666,-2282.2311
4667,-2265.4494
4668,-2283.055
4669,-2337.8511
4670,-2318.205
4671,-2300.9394
4672,-2266.8122
4673,-2294.2972
4674,-2271.0883
4675,-2246.8994
4676,-2242.7044
4677,-2262.9567
4678,-2298.7044
4679,-2263.9606
4680,-2275.56
4681,-2262.2156
4682,-2235.7278
4683,-2304.7861
4684,-2267.6094
4685,-2330.2856
4686,-2283.9822
4687,-2253.6544
4688,-2309.9183
4689,-2244.2628
4690,-2351.0994
4691,-2319.1906
4692,-2312.3794
4693,-2267.6322
4694,-2362.4222
4695,-2270.9522
4696,-2338.5856
4697,-2351.145
4698,-2263.8994
4699,-2301.1689
4700,-2347.1167
4701,-2361.8467
4702,-2319.5972
4703,-2285.88
4704,-2254.1894
4705,-2317.6594
4706,-2250.605
4707,-2270.1456
4708,-2284.4406
4709,-2357.7761
4710,-2261.3128
4711,-2276.1083
4712,-2235.2322
4713,-2261.1111
4714,-2265.9617
4715,-2274.0411
4716,-2331.8578
4717,-2272.0739
4718,-2285.1078
4719,-2299.2967
4720,-2266.8889
4721,-2264.8739
4722,-2340.55
4723,-2304.6367
4724,-2301.98
4725,-2257.7178
4726,-2273.7439
4727,-2271.7094
4728,-2295.595
4729,-2262.8083
4730,-2409.0378
4731,-2275.9961
4732,-2266.2006
4733,-2286.9711
4734,-2274.9928
4735,-2382.5544
4736,-2224.4767
4737,-2311.9844
4738,-2243.065
4739,-2250.6939
4740,-2306.1939
4741,-2284.24
4742,-2272.58
4743,-2318.5922
4744,-2309.0856
4745,-2351.7122
4746,-2316.8828
4747,-2387.8283
4748,-2232.4289
4749,-2307.3622
4750,-2244.1
4751,-2276.525
4752,-2279.6944
4753,-2285.2061
4754,-2259.9667
4755,-2274.9106
4756,-2273.8167
4757,-2246.095
4758,-2263.6711
4759,-2234.7311
4760,-2250.5583
4761,-2316.3633
4762,-2245.985
4763,-2280.6783
4764,-2250.84
4765,-2351.025
4766,-2434.4133
4767,-2313.7472
4768,-2263.0917
4769,-2297.7033
4770,-2323.3933
4771,-2244.0144
4772,-2285.3017
4773,-2259.8606
4774,-2336.6411
4775,-2469.5256
4776,-2299.3589
4777,-2255.2706
4778,-2272.0044
4779,-2275.5222
4780,-2330.6489
4781,-2253.44
4782,-2302.3939
4783,-2252.5828
4784,-2305.0894
4785,-2249.0533
4786,-2301.3139
4787,-2288.7739
4788,-2313.3172
4789,-2284.5311
4790,-2295.5911
4791,-2247.7044
4792,-2298.0661
4793,-2291.4689
4794,-2247.7511
4795,-2268.5811
4796,-2236.0617
4797,-2301.6672
4798,-2379.3756
4799,-2243.66
4800,-2268.0211
4801,-2238.595
4802,-2278.7206
4803,-2294.5444
4804,-2236.6544
4805,-2283.6939
4806,-2267.54
4807,-2382.6183
4808,-2283.6694
4809,-2233.0433
4810,-2306.31
4811,-2301.0678
4812,-2283.6378
4813,-2267.8806
4814,-2268.6178
4815,-2230.3272
4816,-2240.3622
4817,-2276.8228
4818,-2245.1139
4819,-2309.5256
4820,-2238.8822
4821,-2245.1678
4822,-2278.2661
4823,-2326.2017
4824,-2327.6572
4825,-2212.6939
4826,-2298.2344
4827,-2245.1589
4828,-2284.2694
4829,-2237.6589
4830,-2233.1472
4831,-2301.2467
4832,-2295.1133
4833,-2243.775
4834,-2303.3667
4835,-2265.0267
4836,-2268.0567
4837,-2323.575
4838,-2296.5317
4839,-2243.6989
4840,-2305.5483
4841,-2340.0867
4842,-2252.6589
4843,-2260.1667
4844,-2305.8706
4845,-2261.3783
4846,-2302.1339
4847,-2288.9556
4848,-2294.8017
4849,-2260.215
4850,-2266.9889
4851,-2280.6222
4852,-2291.3394
4853,-2364.6739
4854,-2334.0556
4855,-2240.8961
4856,-2239.8711
4857,-2300.9267
4858,-2259.6683
4859,-2273.0489
4860,-2267.5428
4861,-2340.9622
4862,-2313.3667
4863,-2392.5211
4864,-2233.2289
4865,-2262.7922
4866,-2298.6311
4867,-2297.6628
4868,-2247.9683
4869,-2303.7444
4870,-2290.645
4871,-2326.7433
4872,-2434.1111
4873,-2332.3111
4874,-2348.0728
4875,-2258.1322
4876,-2297.0044
4877,-2255.9256
4878,-2288.6911
4879,-2255.9917
4880,-2251.6278
4881,-2253.7639
4882,-2272.6222
4883,-2284.5694
4884,-2314.1839
4885,-2314.1811
4886,-2251.7361
4887,-2277.6
4888,-2266.6094
4889,-2245.8456
4890,-2265.84
4891,-2242.6839
4892,-2263.0261
4893,-2324.885
4894,-2314.1494
4895,-2316.1389
4896,-2256.5011
4897,-2291.1917
4898,-2316.6339
4899,-2245.7372
4900,-2313.0178
4901,-2345.1933
4902,-2301.2406
4903,-2251.5117
4904,-2237.2156
4905,-2345.9978
4906,-2334.7567
4907,-2254.8044
4908,-2267.58
4909,-2413.9033
4910,-2361.4867
4911,-2308.0033
4912,-2284.6528
4913,-2310.1856
4914,-2303.9644
4915,-2329.2367
4916,-2294.9906
4917,-2348.7739
4918,-2248.1717
4919,-2246.465
4920,-2288.0689
4921,-2394.9328
4922,-2323.5722
4923,-2321.0589
4924,-2266.0489
4925,-2305.8411
4926,-2345.5433
4927,-2251.1739
4928,-2341.9011
4929,-2287.78
4930,-2300.5267
4931,-2237.82
4932,-2300.12
4933,-2271.2072
4934,-2390.0772
4935,-2284.2828
4936,-2278.8794
4937,-2269.9933
4938,-2278.1628
4939,-2265.9711
4940,-2272.8206
4941,-2240.1239
4942,-2273.4161
4943,-2261.99
4944,-2361.4517
4945,-2317.1433
4946,-2306.9811
4947,-2249.1639
4948,-2272.8872
4949,-2270.8
4950,-2266.7206
4951,-2269.8106
4952,-2281.9283
4953,-2298.8367
4954,-2297.5667
4955,-2245.1172
4956,-2285.7011
4957,-2276.7239
4958,-2289.3217
4959,-2277.7856
4960,-2304.8194
4961,-2249.1067
4962,-2252.2128
4963,-2302.17
4964,-2323.9328
4965,-2344.5844
4966,-2240.7556
4967,-2322.5867
4968,-2329.2194
4969,-2319.1639
4970,-2330.3
4971,-2254.1989
4972,-2325.0144
4973,-2326.665
4974,-2242.8933
4975,-2279.4817
4976,-2226.6583
4977,-2247.2528
4978,-2264.755
4979,-2397.0256
4980,-2291.505
4981,-2282.38
4982,-2297.3789
4983,-2333.2589
4984,-2293.185
4985,-2252.09
4986,-2240.1189
4987,-2249.3194
4988,-2305.2439
4989,-2242.7483
4990,-2305.6394
4991,-2260.4433
4992,-2355.2856
4993,-2278.0461
4994,-2351.0911
4995,-2342.9389
4996,-2302.2394
4997,-2310.4739
4998,-2355.9283
4999,-2297.7556
5000,-2262.1261
5001,-2255.49
5002,-2270.4389
5003,-2303.6867
5004,-2263.5533
5005,-2275.8528
5006,-2293.5283
5007,-2289.1839
5008,-2243.2933
5009,-2375.0233
5010,-2236.1311
5011,-2254.6917
5012,-2365.8061
5013,-2304.6233
5014,-2263.4133
5015,-2279.5572
5016,-2274.24
5017,-2248.6133
5018,-2308.58
5019,-2323.8367
5020,-2292.7133
5021,-2280.2511
5022,-2321.3433
5023,-2259.4378
5024,-2288.1222
5025,-2355.1933
5026,-2371.955
5027,-2265.2083
5028,-2339.695
5029,-2293.7622
5030,-2265.6378
5031,-2307.7011
5032,-2294.36
5033,-2264.0011
5034,-2266.2322
5035,-2238.595
5036,-2311.3767
5037,-2368.4183
5038,-2228.8061
5039,-2229.7356
5040,-2263.7367
5041,-2283.1022
5042,-2281.1067
5043,-2337.465
5044,-2276.6506
5045,-2342.065
5046,-2283.4094
5047,-2310.7478
5048,-2539.2583
5049,-2274.2133
5050,-2259.9439
5051,-2288.5106
5052,-2535.5056
5053,-2234.6917
5054,-2265.5128
5055,-2285.4744
5056,-2410.7289
5057,-2276.9444
5058,-2236.7789
5059,-2270.7711
5060,-2294.25
5061,-2333.2383
5062,-2348.1661
5063,-2259.785
5064,-2283.1944
5065,-2288.8756
5066,-2297.52
5067,-2306.1978
5068,-2269.1667
5069,-2343.6056
5070,-2275.9678
5071,-2242.3744
5072,-2290.0533
5073,-2270.1561
5074,-2286.3822
5075,-2273.9806
5076,-2268.3561
5077,-2277.1667
5078,-2285.2444
5079,-2685.9078
5080,-2322.1406
5081,-2245.8333
5082,-2301.9644
5083,-2252.8939
5084,-2295.7561
5085,-2309.8417
