episode,reward
192,-2326.98
193,-2364.9956
194,-2294.5339
195,-2278.135
196,-2259.5589
197,-2296.1828
198,-2280.7383
199,-2289.8622
200,-2319.0594
201,-2261.1656
202,-2338.8683
203,-2261.5033
204,-2291.9094
205,-2268.1622
206,-2318.6894
207,-2249.4872
208,-2242.7778
209,-2318.155
210,-2285.0783
211,-2288.5922
212,-2312.625
213,-2288.0394
214,-2277.5761
215,-2254.1439
216,-2260.645
217,-2322.9811
218,-2318.5044
219,-2276.4244
220,-2265.1117
221,-2311.9222
222,-2230.9628
223,-2256.5322
224,-2427.1922
225,-2326.0522
226,-2253.54
227,-2262.9556
228,-2395.5589
229,-2327.5239
230,-2258.1
231,-2363.055
232,-2288.6444
233,-2250.88
234,-2266.2178
235,-2306.3083
236,-2263.6311
237,-2385.8456
238,-2263.6044
239,-2285.1856
240,-2299.1172
241,-2439.3267
242,-2280.2122
243,-2391.8194
244,-2239.9933
245,-2345.7706
246,-2253.0606
247,-2271.9711
248,-2274.4589
249,-2262.7589
250,-2288.64
251,-2259.1333
252,-2280.8639
253,-2261.6267
254,-2299.1528
255,-2245.3122
256,-2285.3617
257,-2324.8889
258,-2232.9433
259,-2247.5361
260,-2261.2561
261,-2365.4017
262,-2278.5389
263,-2245.8161
264,-2269.7983
265,-2255.2611
266,-2263.2411
267,-2295.25
268,-2268.9006
269,-2251.3283
270,-2271.4983
271,-2230.1922
272,-2216.9578
273,-2290.5756
274,-2259.9839
275,-2315.4494
276,-2289.3322
277,-2316.8589
278,-2230.8933
279,-2254.3639
280,-2309.2867
281,-2248.1139
282,-2242.5428
283,-2344.6206
284,-2297.1689
285,-2264.3711
286,-2367.7722
287,-2283.9956
288,-2302.4878
289,-2383.57
290,-2254.6172
291,-2275.885
292,-2286.3289
293,-2304.4089
294,-2277.3
295,-2320.1667
296,-2238.6294
297,-2287.9139
298,-2267.7639
299,-2288.0044
300,-2256.2611
301,-2270.6733
302,-2315.9172
303,-2294.0322
304,-2347.55
305,-2251.7172
306,-2255.1722
307,-2250.51
308,-2332.1872
309,-2318.7739
310,-2312.4094
311,-2262.2089
312,-2252.19
313,-2269.4783
314,-2274.3683
315,-2432.2111
316,-2237.5333
317,-2243.2089
318,-2247.6533
319,-2300.6022
320,-2298.1222
321,-2280.8233
322,-2264.7283
323,-2304.7083
324,-2373.1822
325,-2282.4639
326,-2303.6617
327,-2246.4867
328,-2249.82
329,-2312.9339
330,-2289.8883
331,-2244.8911
332,-2250.0333
333,-2328.1756
334,-2281.2072
335,-2323.4867
336,-2319.6589
337,-2272.4167
338,-2325.8539
339,-2323.2917
340,-2339.7067
341,-2240.7372
342,-2276.27
343,-2331.9583
344,-2267.2517
345,-2279.4644
346,-2256.7144
347,-2378.0033
348,-2533.6983
349,-2274.0972
350,-2288.73
351,-2374.2733
352,-2246.7778
353,-2254.1667
354,-2256.2006
355,-2287.3244
356,-2282.1406
357,-2355.7994
358,-2328.5828
359,-2291.9511
360,-2265.3206
361,-2367.4922
362,-2344.0061
363,-2268.5344
364,-2244.3189
365,-2423.9211
366,-2376.32
367,-2272.5422
368,-2293.9417
369,-2284.4983
370,-2313.2422
371,-2276.3994
372,-2246.3428
373,-2232.795
374,-2268.4744
375,-2283.2917
376,-2279.9594
377,-2275.03
378,-2310.3711
379,-2334.2994
380,-2336.7661
381,-2256.8817
382,-2258.6178
383,-2333.4
384,-2293.3067
385,-2260.1211
386,-2244.6889
387,-2341.6617
388,-2348.7994
389,-2290.585
390,-2320.6256
391,-2347.6228
392,-2322.9539
393,-2241.7744
394,-2316.695
395,-2330.335
396,-2246.5661
397,-2261.4511
398,-2415.4644
399,-2320.7978
400,-2295.6128
401,-2235.1978
402,-2295.4633
403,-2248.6983
404,-2267.5133
405,-2291.1033
406,-2249.7539
407,-2284.9317
408,-2251.29
409,-2290.1022
410,-2339.1278
411,-2440.785
412,-2246.5367
413,-2316.6211
414,-2478.8267
415,-2329.2011
416,-2446.2072
417,-2238.7233
418,-2287.5733
419,-2254.6989
420,-2284.07
421,-2290.0661
422,-2289.8178
423,-2334.4617
424,-2222.9311
425,-2284.7194
426,-2258.1217
427,-2255.1361
428,-2242.4906
429,-2280.2778
430,-2258.02
431,-2289.8917
432,-2262.3328
433,-2311.6744
434,-2269.2822
435,-2305.3378
436,-2295.7383
437,-2267.2478
438,-2395.4311
439,-2364.11
440,-2250.7078
441,-2357.7428
442,-2270.2978
443,-2284.7444
444,-2250.9761
445,-2301.27
446,-2331.7861
447,-2292.2367
448,-2317.5328
449,-2353.8339
450,-2335.3572
451,-2249.1344
452,-2268.6578
453,-2368.205
454,-2313.8633
455,-2313.835
456,-2254.5728
457,-2349.6472
458,-2309.7678
459,-2252.0761
460,-2311.2033
461,-2316.7689
462,-2303.0922
463,-2290.06
464,-2269.8083
465,-2249.2567
466,-2273.5256
467,-2351.4978
468,-2305.2322
469,-2299.2372
470,-2293.0244
471,-2274.5111
472,-2258.2039
473,-2301.4128
474,-2294.8222
475,-2288.0667
476,-2279.885
477,-2275.3833
478,-2283.32
479,-2248.9128
480,-2374.1744
481,-2267.9344
482,-2313.5156
483,-2236.6667
484,-2250.9294
485,-2625.7756
486,-2309.4639
487,-2246.7922
488,-2285.2628
489,-2245.0878
490,-2258.7767
491,-2310.515
492,-2291.5422
493,-2263.2167
494,-2244.4256
495,-2345.3256
496,-2295.3511
497,-2291.5056
498,-2230.7761
499,-2307.9633
500,-2332.9189
501,-2301.435
502,-2372.085
503,-2254.1106
504,-2305.8728
505,-2304.4117
506,-2253.1583
507,-2322.2728
508,-2322.8017
509,-2322.3622
510,-2271.4272
511,-2242.0583
512,-2282.1006
513,-2339.4617
514,-2290.3578
515,-2262.7083
516,-2307.6667
517,-2336.1844
518,-2233.8111
519,-2274.0667
520,-2478.97
521,-2307.4839
522,-2303.675
523,-2329.9894
524,-2249.3456
525,-2270.4961
526,-2324.0117
527,-2249.0494
528,-2384.7367
529,-2318.4961
530,-2238.2106
531,-2337.1472
532,-2264.8472
533,-2284.5911
534,-2316.6472
535,-2314.8711
536,-2305.4539
537,-2523.4333
538,-2289.3322
539,-2239.7517
540,-2308.8644
541,-2261.0083
542,-2326.3167
543,-2247.0722
544,-2246.9228
545,-2266.9533
546,-2328.4133
547,-2255.3967
548,-2282.7844
549,-2391.0817
550,-2328.1756
551,-2288.7472
552,-2284.4083
553,-2312.0511
554,-2273.125
555,-2259.92
556,-2325.7994
557,-2272.0044
558,-2272.5172
559,-2307.1822
560,-2260.0294
561,-2295.7417
562,-2257.9472
563,-2315.3911
564,-2275.0694
565,-2372.2489
566,-2277.1983
567,-2312.2194
568,-2285.3539
569,-2265.0922
570,-2250.6517
571,-2232.3022
572,-2301.4889
573,-2360.2322
574,-2253.9139
575,-2282.1794
576,-2234.8344
577,-2253.77
578,-2269.2067
579,-2344.9611
580,-2266.1367
581,-2289.3989
582,-2350.0889
583,-2259.2694
584,-2314.31
585,-2374.2533
586,-2307.3622
587,-2262.8167
588,-2269.8628
589,-2281.7422
590,-2289.7061
591,-2304.3294
592,-2291.7694
593,-2259.6233
594,-2223.0956
595,-2369.9367
596,-2273.425
597,-2298.7939
598,-2307.4489
599,-2315.7644
600,-2314.0089
601,-2282.255
602,-2325.9717
603,-2455.6528
604,-2246.2183
605,-2258.4556
606,-2314.4283
607,-2340.3467
608,-2281.7667
609,-2288.8472
610,-2295.5822
611,-2236.5817
612,-2559.6678
613,-2240.4928
614,-2323.6417
615,-2253.8622
616,-2287.6589
617,-2251.7
618,-2314.6222
619,-2548.8778
620,-2335.1828
621,-2254.395
622,-2287.0178
623,-2274.0756
624,-2314.9772
625,-2259.9439
626,-2286.0789
627,-2282.9806
628,-2350.1133
629,-2292.93
630,-2273.5883
631,-2342.11
632,-2304.5561
633,-2303.4522
634,-2290.4406
635,-2254.5083
636,-2321.61
637,-2251.8933
638,-2265.1228
639,-2260.7933
640,-2294.0878
641,-2270.2494
642,-2283.7706
643,-2262.4439
644,-2274.0383
645,-2253.6072
646,-2278.42
647,-2424.8983
648,-2300.3244
649,-2303.9222
650,-2333.2783
651,-2255.2622
652,-2633.2017
653,-2281.2828
654,-2249.7022
655,-2253.0439
656,-2332.4444
657,-2505.4722
658,-2404.0778
659,-2268.3967
660,-2307.4678
661,-2346.8428
662,-2273.0394
663,-2271.8272
664,-2309.2978
665,-2353.6322
666,-2275.1228
667,-2288.9261
668,-2296.23
669,-2277.215
670,-2299.28
671,-2302.3156
672,-2236.9606
673,-2243.8356
674,-2290.2389
675,-2282.9211
676,-2291.6289
677,-2244.3056
678,-2270.1294
679,-2221.4356
680,-2327.9144
681,-2251.23
682,-2358.3417
683,-2247.8328
684,-2291.8317
685,-2257.0906
686,-2326.4311
687,-2264.4122
688,-2253.1244
689,-2317.975
690,-2266.5944
691,-2324.3367
692,-2366.0267
693,-2309.5294
694,-2429.7911
695,-2268.8528
696,-2269.3789
697,-2408.8228
698,-2273.8244
699,-2305.9656
700,-2269.7222
701,-2252.7144
702,-2243.9383
703,-2260.86
704,-2287.7617
705,-2261.6039
706,-2297.6561
707,-2270.3467
708,-2271.9844
709,-2260.8667
710,-2274.5272
711,-2261.2872
712,-2269.7606
713,-2230.5956
714,-2339.3206
715,-2289.7811
716,-2412.1672
717,-2283.4267
718,-2304.4744
719,-2388.8
720,-2333.3611
721,-2396.9706
722,-2285.1967
723,-2262.9833
724,-2290.3444
725,-2376.9189
726,-2363.2178
727,-2262.1539
728,-2238.3972
729,-2272.825
730,-2400.9933
731,-2241.175
732,-2397.4272
733,-2215.4006
734,-2339.2028
735,-2291.6789
736,-2257.8817
737,-2243.4456
738,-2268.3067
739,-2357.2256
740,-2243.5417
741,-2333.8272
742,-2322.6139
743,-2288.1244
744,-2289.1078
745,-2266.1017
746,-2480.6728
747,-2235.6611
748,-2302.5439
749,-2278.2317
750,-2231.7294
751,-2295.3039
752,-2317.9872
753,-2334.0983
754,-2327.2661
755,-2249.94
756,-2343.655
757,-2416.1639
758,-2287.8556
759,-2279.7167
760,-2313.6422
761,-2306.6894
762,-2291.8789
763,-2280.9494
764,-2312.6467
765,-2524.6172
766,-2319.52
767,-2333.7678
768,-2301.82
769,-2290.3644
770,-2261.5194
771,-2274.0783
772,-2264.6567
773,-2280.3844
774,-2275.1494
775,-2275.7056
776,-2283.5778
777,-2351.4011
778,-2293.6417
779,-2330.2256
780,-2338.2972
781,-2368.9833
782,-2326.5194
783,-2351.075
784,-2289.9411
785,-2266.4622
786,-2305.1028
787,-2253.5283
788,-2279.0811
789,-2268.6894
790,-2244.2161
791,-2276.2006
792,-2224.9078
793,-2263.9539
794,-2260.0894
795,-2263.6139
796,-2323.0056
797,-2311.4194
798,-2275.0983
799,-2335.88
800,-2261.1911
801,-2294.4656
802,-2271.9889
803,-2350.2783
804,-2288.245
805,-2419.36
806,-2249.3956
807,-2276.8456
808,-2281.4461
809,-2246.5578
810,-2257.8733
811,-2300.275
812,-2259.865
813,-2254.3739
814,-2244.4978
815,-2264.3722
816,-2247.7578
817,-2258.9089
818,-2238.15
819,-2236.6267
820,-2304.2172
821,-2264.0783
822,-2278.2294
823,-2246.1928
824,-2286.115
825,-2240.2122
826,-2284.5028
827,-2415.0222
828,-2277.0206
829,-2264.0317
830,-2269.5939
831,-2432.4717
832,-2261.4983
833,-2212.4572
834,-2298.4761
835,-2325.5378
836,-2264.6767
837,-2239.0411
838,-2285.5367
839,-2338.6722
840,-2252.1928
841,-2420.6928
842,-2382.0911
843,-2393.1472
844,-2350.7822
845,-2299.3522
846,-2311.1872
847,-2250.0489
848,-2305.2161
849,-2282.4672
850,-2257.1217
851,-2309.2494
852,-2250.7328
853,-2250.9922
854,-2286.28
855,-2299.3922
856,-2308.1267
857,-2282.7733
858,-2354.2133
859,-2308.0833
860,-2363.2967
861,-2309.4133
862,-2308.9822
863,-2253.6628
864,-2292.5239
865,-2280.2472
866,-2286.1883
867,-2333.9672
868,-2254.6906
869,-2321.68
870,-2397.7989
871,-2332.8778
872,-2351.825
873,-2297.8378
874,-2269.215
875,-2294.5322
876,-2269.025
877,-2558.6389
878,-2292.1611
879,-2307.5333
880,-2281.935
881,-2306.0111
882,-2303.6978
883,-2280.8578
884,-2265.5167
885,-2334.3583
886,-2319.0089
887,-2363.1622
888,-2378.4306
889,-2293.7183
890,-2326.9628
891,-2277.7906
892,-2271.8372
893,-2317.2256
894,-2375.2706
895,-2240.625
896,-2287.6133
897,-2247.9206
898,-2259.0583
899,-2317.9406
900,-2282.8606
901,-2244.4817
902,-2283.2906
903,-2246.2139
904,-2287.9844
905,-2272.0739
906,-2397.9367
907,-2235.0317
908,-2284.8178
909,-2282.0311
910,-2276.1656
911,-2278.9422
912,-2256.0083
913,-2249.1856
914,-2322.8606
915,-2434.8356
916,-2278.3167
917,-2267.6989
918,-2252.1267
919,-2282.245
920,-2277.2461
921,-2357.3889
922,-2299.1606
923,-2371.1228
924,-2271.5878
925,-2230.7933
926,-2261.2622
927,-2287.2656
928,-2269.3028
929,-2462.4767
930,-2312.8372
931,-2235.3711
932,-2280.1856
933,-2263.0522
934,-2327.2872
935,-2249.16
936,-2255.43
937,-2270.7206
938,-2315.1522
939,-2251.9411
940,-2319.0778
941,-2252.7917
942,-2289.0317
943,-2418.4828
944,-2284.4017
945,-2282.4267
946,-2251.4717
947,-2256.2461
948,-2411.1478
949,-2299.2
950,-2299.6406
951,-2375.3378
952,-2290.2778
953,-2297.7044
954,-2233.0717
955,-2295.3317
956,-2258.5083
957,-2443.6789
958,-2247.325
959,-2338.1178
960,-2283.675
961,-2299.5178
962,-2260.2189
963,-2373.0833
964,-2262.2489
965,-2331.7344
966,-2312.1139
967,-2274.435
968,-2385.4311
969,-2259.8611
970,-2273.8489
971,-2287.405
972,-2387.5467
973,-2309.5156
974,-2261.5044
975,-2302.2783
976,-2234.4561
977,-2302.6022
978,-2264.4883
979,-2494.2972
980,-2301.1211
981,-2333.8633
982,-2245.7367
983,-2256.2461
984,-2230.7906
985,-2294.76
986,-2477.0578
987,-2445.0867
988,-2261.1578
989,-2279.1189
990,-2286.955
991,-2309.3811
992,-2265.7544
993,-2298.6756
994,-2316.2017
995,-2349.9061
996,-2298.6244
997,-2276.5383
998,-2221.7183
999,-2274.9828
1000,-2279.4922
1001,-2294.95
1002,-2281.1444
1003,-2286.8411
1004,-2282.2328
1005,-2277.9261
1006,-2288.0289
1007,-2276.0967
1008,-2284.3317
1009,-2464.0461
1010,-2284.3361
1011,-2280.8694
1012,-2294.8783
1013,-2324.415
1014,-2223.6706
1015,-2318.4544
1016,-2216.58
1017,-2256.4311
1018,-2354.3444
1019,-2239.3589
1020,-2362.0378
1021,-2284.2467
1022,-2295.8506
1023,-2281.9067
1024,-2260.3339
1025,-2243.1839
1026,-2370.6778
1027,-2286.3189
1028,-2285.4206
1029,-2269.1106
1030,-2272.7256
1031,-2280.8906
1032,-2261.29
1033,-2326.4667
1034,-2346.9583
1035,-2287.0111
1036,-2321.3472
1037,-2299.9478
1038,-2248.2439
1039,-2270.0761
1040,-2296.1556
1041,-2248.1244
1042,-2272.5694
1043,-2262.2394
1044,-2273.4922
1045,-2287.54
1046,-2300.9961
1047,-2319.5267
1048,-2325.5494
1049,-2253.9033
1050,-2286.1389
1051,-2282.585
1052,-2291.3389
1053,-2521.3417
1054,-2294.9239
1055,-2275.6761
1056,-2241.3489
1057,-2257.0806
1058,-2289.9189
1059,-2255.9656
1060,-2264.4439
1061,-2262.8578
1062,-2319.9006
1063,-2364.4883
1064,-2350.9956
1065,-2325.3139
1066,-2275.7572
1067,-2268.1678
1068,-2232.2783
1069,-2270.04
1070,-2464.8956
1071,-2306.9106
1072,-2247.2783
1073,-2263.2144
1074,-2249.8467
1075,-2246.4061
1076,-2289.7128
1077,-2364.2061
1078,-2265.2578
1079,-2303.245
1080,-2261.425
1081,-2338.8889
1082,-2282.0433
1083,-2237.4661
1084,-2262.2067
1085,-2308.1061
1086,-2271.8122
1087,-2233.0983
1088,-2283.5189
1089,-2316.2111
1090,-2285.27
1091,-2287.5733
1092,-2280.1789
1093,-2231.5761
1094,-2250.1072
1095,-2245.12
1096,-2290.5567
1097,-2235.4594
1098,-2285.9467
1099,-2354.39
1100,-2316.6439
1101,-2310.9289
1102,-2255.2483
1103,-2318.3333
1104,-2298.6617
1105,-2307.4544
1106,-2284.0739
1107,-2272.2889
1108,-2261.9644
1109,-2233.5039
1110,-2281.14
1111,-2252.0939
1112,-2280.6722
1113,-2270.8761
1114,-2305.3444
1115,-2307.5817
1116,-2300.9789
1117,-2268.3383
1118,-2288.8794
1119,-2245.6583
1120,-2294.695
1121,-2653.1828
1122,-2254.8672
1123,-2263.9422
1124,-2288.3694
1125,-2272.6828
1126,-2502.8611
1127,-2260.76
1128,-2282.4011
1129,-2298.0811
1130,-2292.1739
1131,-2223.1728
1132,-2257.145
1133,-2220.6878
1134,-2260.5689
1135,-2294.2922
1136,-2259.0972
1137,-2244.3011
1138,-2397.86
1139,-2772.8656
1140,-2372.0467
1141,-2318.5894
1142,-2316.6678
1143,-2336.1111
1144,-2265.0156
1145,-2347.8683
1146,-2308.3239
1147,-2303.8033
1148,-2282.2689
1149,-2358.9289
1150,-2441.4922
1151,-2244.4572
1152,-2336.405
1153,-2250.5022
1154,-2259.0433
1155,-2262.4611
1156,-2368.7044
1157,-2237.8072
1158,-2362.735
1159,-2336.5383
1160,-2300.1678
1161,-2290.4367
1162,-2275.9589
1163,-2253.8489
1164,-2255.3972
1165,-2224.2494
1166,-2260.9333
1167,-2224.8389
1168,-2352.2994
1169,-2330.335
1170,-2332.3228
1171,-2271.9244
1172,-2258.3133
1173,-2264.1372
1174,-2270.9922
1175,-2254.5311
1176,-2289.8994
1177,-2268.1422
1178,-2300.9467
1179,-2258.8167
1180,-2297.2511
1181,-2268.9917
1182,-2275.1589
1183,-2278.8428
1184,-2255.5406
1185,-2286.31
1186,-2335.9467
1187,-2257.2933
1188,-2257.5094
1189,-2286.8006
1190,-2256.9644
1191,-2260.5972
1192,-2366.4033
1193,-2297.665
1194,-2282.0444
1195,-2249.8878
1196,-2383.9644
1197,-2247.8311
1198,-2271.1578
1199,-2272.1167
1200,-2295.64
1201,-2322.4867
1202,-2334.69
1203,-2306.7467
1204,-2268.5589
1205,-2301.4583
1206,-2300.1494
1207,-2217.1689
1208,-2279.6761
1209,-2254.8994
1210,-2282.4956
1211,-2370.905
1212,-2296.8483
1213,-2242.4133
1214,-2255.2122
1215,-2265.7539
1216,-2324.93
1217,-2368.8828
1218,-2312.9317
1219,-2258.9083
1220,-2249.98
1221,-2289.5311
1222,-2258.1944
1223,-2308.6056
1224,-2306.5983
1225,-2300.2272
1226,-2295.4261
1227,-2357.2833
1228,-2279.2883
1229,-2260.9161
1230,-2266.9083
1231,-2268.8167
1232,-2343.0028
1233,-2365.63
1234,-2329.8183
1235,-2299.9078
1236,-2259.7367
1237,-2271.1922
1238,-2276.1311
1239,-2269.7922
1240,-2279.0878
1241,-2335.0883
1242,-2299.8128
1243,-2248.9689
1244,-2307.0172
1245,-2237.4961
1246,-2290.3367
1247,-2265.6167
1248,-2284.3511
1249,-2253.8678
1250,-2363.8311
1251,-2281.9583
1252,-2273.5656
1253,-2293.1822
1254,-2254.4706
1255,-2253.3733
1256,-2339.3333
1257,-2327.135
1258,-2462.9644
1259,-2320.65
1260,-2304.4928
1261,-2273.1061
1262,-2277.345
1263,-2237.735
1264,-2315.2578
1265,-2320.0622
1266,-2237.305
1267,-2312.6267
1268,-2320.1828
1269,-2248.8956
1270,-2369.6083
1271,-2287.4506
1272,-2517.6928
1273,-2239.7183
1274,-2246.545
1275,-2270.92
1276,-2246.3628
1277,-2323.4067
1278,-2278.4228
1279,-2307.0628
1280,-2297.7189
1281,-2421.8917
1282,-2290.5394
1283,-2278.9783
1284,-2279.165
1285,-2270.0472
1286,-2406.1189
1287,-2286.5272
1288,-2234.1756
1289,-2260.9233
1290,-2305.345
1291,-2270.8667
1292,-2267.8106
1293,-2323.2183
1294,-2275.5022
1295,-2237.345
1296,-2314.8383
1297,-2281.45
1298,-2254.875
1299,-2279.62
1300,-2271.4317
1301,-2268.2544
1302,-2252.21
1303,-2314.9117
1304,-2334.9028
1305,-2395.485
1306,-2276.3283
1307,-2272.1739
1308,-2301.0428
1309,-2247.4111
1310,-2259.7217
1311,-2262.8217
1312,-2310.6106
1313,-2279.3789
1314,-2298.3156
1315,-2264.495
1316,-2287.1367
1317,-2299.0089
1318,-2322.7589
1319,-2290.2256
1320,-2384.5322
1321,-2350.1644
1322,-2270.8156
1323,-2264.2356
1324,-2260.9033
1325,-2258.895
1326,-2313.525
1327,-2266.1344
1328,-2269.2339
1329,-2333.1378
1330,-2313.8294
1331,-2273.9311
1332,-2298.1156
1333,-2236.8639
1334,-2298.0633
1335,-2252.0733
1336,-2300.59
1337,-2264.0744
1338,-2275.0667
1339,-2257.1533
1340,-2299.7033
1341,-2280.1922
1342,-2258.0756
1343,-2311.2272
1344,-2303.6478
1345,-2294.6211
1346,-2281.6039
1347,-2254.98
1348,-2269.3389
1349,-2285.1694
1350,-2307.4383
1351,-2281.2806
1352,-2251.7956
1353,-2372.6989
1354,-2277.54
1355,-2330.6372
1356,-2245.5689
1357,-2373.3411
1358,-2369.1472
1359,-2365.0333
1360,-2240.2683
1361,-2304.4683
1362,-2268.4894
1363,-2241.2533
1364,-2271.1283
1365,-2308.1244
1366,-2268.0622
1367,-2300.3967
1368,-2322.6711
1369,-2241.3956
1370,-2260.43
1371,-2247.3861
1372,-2287.81
1373,-2268.6244
1374,-2342.0417
1375,-2289.6139
1376,-2312.7383
1377,-2308.5722
1378,-2265.9328
1379,-2302.6811
1380,-2283.3939
1381,-2264.0772
1382,-2267.4061
1383,-2285.9494
1384,-2277.695
1385,-2302.8444
1386,-2275.9033
1387,-2251.1444
1388,-2261.9017
1389,-2279.7956
1390,-2234.355
1391,-2285.315
1392,-2259.8144
1393,-2274.3
1394,-2285.145
1395,-2260.4728
1396,-2260.6511
1397,-2274.7622
1398,-2282.7383
1399,-2285.7906
1400,-2294.6894
1401,-2264.0783
1402,-2272.3422
1403,-2248.7033
1404,-2311.2767
1405,-2355.9267
1406,-2560.2633
1407,-2226.8161
1408,-2355.0667
1409,-2255.8967
1410,-2281.3233
1411,-2324.7167
1412,-2244.9311
1413,-2344.4389
1414,-2256.2928
1415,-2313.0006
1416,-2248.05
1417,-2288.8556
1418,-2285.2744
1419,-2261.2111
1420,-2277.4611
1421,-2252.0344
1422,-2251.075
1423,-2330.12
1424,-2302.5333
1425,-2245.1228
1426,-2260.2217
1427,-2272.3117
1428,-2265.6967
1429,-2324.9478
1430,-2253.9283
1431,-2252.3244
1432,-2269.3194
1433,-2267.4733
1434,-2272.1528
1435,-2287.4706
1436,-2399.11
1437,-2360.69
1438,-2442.0594
1439,-2272.5933
1440,-2272.2689
1441,-2306.8144
1442,-2248.2717
1443,-2300.5811
1444,-2315.6222
1445,-2249.1561
1446,-2306.1778
1447,-2317.2394
1448,-2302.7617
1449,-2381.9161
1450,-2266.5961
1451,-2299.2011
1452,-2288.6439
1453,-2342.6967
1454,-2249.0739
1455,-2306.5583
1456,-2343.3944
1457,-2291.6139
1458,-2335.9817
1459,-2260.8689
1460,-2249.1417
1461,-2270.7344
1462,-2437.8267
1463,-2285.5667
1464,-2278.5117
1465,-2272.7156
1466,-2307.8461
1467,-2236.8489
1468,-2221.12
1469,-2258.4383
1470,-2270.79
1471,-2276.4067
1472,-2257.075
1473,-2311.505
1474,-2302.7156
1475,-2308.0233
1476,-2284.6233
1477,-2329.875
1478,-2321.63
1479,-2354.0061
1480,-2251.5839
1481,-2272.2822
1482,-2300.1133
1483,-2326.1444
1484,-2280.9961
1485,-2288.5617
1486,-2254.2333
1487,-2268.4611
1488,-2278.5728
1489,-2275.6156
1490,-2250.84
1491,-2230.4528
1492,-2298.9017
1493,-2274.3228
1494,-2246.9506
1495,-2296.9189
1496,-2278.3011
1497,-2284.5894
1498,-2325.3711
1499,-2304.1778
1500,-2247.0372
1501,-2371.3339
1502,-2317.5517
1503,-2334.5911
1504,-2293.1961
1505,-2242.2711
1506,-2284.0411
1507,-2262.2822
1508,-2483.4844
1509,-2310.8067
1510,-2260.825
1511,-2336.0522
1512,-2244.0728
1513,-2284.1611
1514,-2277.4933
1515,-2273.7606
1516,-2301.9489
1517,-2308.01
